phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,4.352596423756845e+80,3.94447282971549e+81,0.0,0.0,1.5,2.7882515480811716e-15,-1.4639999676473296,0.36115967744495275,3140
1,0.2945243112740431,4.594194957421679e+80,4.141881795313413e+81,0.0,0.0,1.5,2.7493916252678053e-15,-1.4663419926905708,0.36345958107382653,3146
2,0.4908738521234052,4.955120640023275e+80,4.432458198350702e+81,0.0,0.0,1.5,2.8043264765352923e-15,-1.4695388861271212,0.3667599336247064,3147
3,0.6872233929727672,5.053596954697454e+80,4.57900546311511e+81,0.0,0.0,1.5,2.8549006939065226e-15,-1.46986384431818,0.3624777778845333,3139
4,0.8835729338221293,5.332406998183243e+80,4.807414503665745e+81,0.0,0.0,1.5,2.9120177303117578e-15,-1.4712973350919052,0.3636633487889537,3146
5,1.0799224746714913,5.749500560649126e+80,5.143874795946284e+81,0.0,0.0,1.5,2.9606755527394384e-15,-1.4678748274988007,0.36141733362651135,3148
6,1.2762720155208536,5.893179938352045e+80,5.3129775574141456e+81,0.0,0.0,1.5,2.9756959177861413e-15,-1.4694468623733272,0.3605746401840336,3146
7,1.4726215563702154,2.6207505033357247e+80,3.0765108544933917e+81,0.0,0.0,1.5,2.9622925440561518e-15,-1.4712712963931363,0.35890152131141007,3121
8,1.6689710972195777,1.3360553915247104e+80,1.1996619024321595e+81,0.0,0.0,1.5,2.957854961928126e-15,-1.4656370446267821,0.3598861653076054,3121
9,1.8653206380689396,1.4414756160423737e+80,1.2840254166865273e+81,0.0,0.0,1.5,2.9844529400307424e-15,-1.4676152714702897,0.3624112809834325,3121
10,2.061670178918302,1.4784365463131692e+80,1.32666224243426e+81,0.0,0.0,1.5,3.008278543670147e-15,-1.4669105023339097,0.3578528109122339,3117
11,2.2580197197676637,1.541569590465701e+80,1.3919134713295985e+81,0.0,0.0,1.5,3.0246049591617503e-15,-1.4667701578573349,0.3591344342594084,3119
12,2.454369260617026,1.6730971876318963e+80,1.4903473146527042e+81,0.0,0.0,1.5,3.051213631228716e-15,-1.464707507560545,0.357771223794082,3121
13,2.650718801466388,1.7138181776855427e+80,1.538860131479084e+81,0.0,0.0,1.5,3.1054390829813854e-15,-1.4653997948414108,0.3575071167206713,3121
14,2.84706834231575,1.7921272004517076e+80,1.616852018717883e+81,0.0,0.0,1.5,3.164694441510693e-15,-1.470484965413739,0.3568591246990029,3114
15,3.043417883165112,1.941314543248244e+80,1.7295482006955894e+81,0.0,0.0,1.5,3.149758348759712e-15,-1.4669149860647517,0.3580390865643234,3122
16,3.2397674240144743,1.9892007476828617e+80,1.7861298030176464e+81,0.0,0.0,1.5,3.1734878644857418e-15,-1.4664267097059929,0.35681765403175175,3121
17,3.436116964863836,2.1482215331644452e+80,1.912643226035035e+81,0.0,0.0,1.5,3.1387091469506647e-15,-1.4690725798224336,0.357051396650519,3118
18,3.6324665057131984,2.1860465251382772e+80,1.973712958008077e+81,0.0,0.0,1.5000000000000002,3.1352445838927836e-15,-1.4691880074156107,0.35554950841605454,3117
19,3.8288160465625602,2.308832795743683e+80,2.0731316693230076e+81,0.0,0.0,1.5,3.0702151659896135e-15,-1.4686302122043733,0.3571171614027798,3121
20,4.025165587411922,2.49100912858515e+80,2.21891997249537e+81,0.0,0.0,1.5,3.0026301649272868e-15,-1.4698927817442464,0.3570204537792976,3121
21,4.221515128261284,2.5389373189355897e+80,2.291582658845309e+81,0.0,0.0,1.5,2.9508251047329986e-15,-1.4724263607293129,0.3547621296292621,3115
22,4.417864669110647,2.679824489766111e+80,2.406250044699321e+81,0.0,0.0,1.5,2.918598289697477e-15,-1.4731474694444335,0.3585981020341579,3121
23,4.614214209960009,2.8912735817507454e+80,2.5754641453838636e+81,0.0,0.0,1.5,2.942086820363367e-15,-1.4727609380687006,0.3568113666112629,3121
24,4.81056375080937,2.9635424822291386e+80,2.660140877394241e+81,0.0,0.0,1.5,2.977878686023614e-15,-1.4772226070718877,0.35774196366106675,3119
25,5.006913291658733,3.094981161219709e+80,2.7931906778032396e+81,0.0,0.0,1.5000000000000002,3.0086323738156414e-15,-1.4808846063988275,0.35880340868782173,3116
26,5.203262832508095,3.354779085312207e+80,2.9888263861787636e+81,0.0,0.0,1.5,2.9862233518925507e-15,-1.4741115765243702,0.35747690095027385,3122
27,5.399612373357457,3.4375310729645753e+80,3.086604861461744e+81,0.0,0.0,1.5,2.96931025119934e-15,-1.4750104958768733,0.35857942844877916,3121
28,5.595961914206819,3.5946012351072807e+80,3.2430389215699063e+81,0.0,0.0,1.5,2.910377261717124e-15,-1.4762083490732179,0.3556487329266868,3114
29,5.792311455056181,3.895084877690138e+80,3.4696306530921233e+81,0.0,0.0,1.5,2.8587455007678017e-15,-1.4749023043499607,0.3574904687986446,3121
30,5.988660995905543,3.9898861323542645e+80,3.5825718143058613e+81,0.0,0.0,1.5,2.837933413554683e-15,-1.467773861104122,0.35155584397980066,3121
31,6.1850105367549055,4.303325606855526e+80,3.833901665359685e+81,0.0,0.0,1.5,2.814718747672382e-15,-1.4678543535528539,0.3523285956604648,3122
