L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
7.907458837333921e-16,1.091106739980582e-15,3.9968028886505635e-15,0.5134898976610932,0.5134898976610931,2.124884530251693e-15,True
