phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,4.1058505841667154e-07,3.6504284636186957e-07,0.0,0.0,1.4999999999999998,4.229298096117755e-16,-0.36877897937685483,0.02416321626896239,43
1,0.2945243112740431,2.8554463248808623e-06,1.0647072236262875e-06,0.0,0.0,1.5,4.111467165712985e-16,-0.40584257162833925,0.00546312963595372,42
2,0.4908738521234052,7.83478429524417e-06,1.821763308020786e-06,0.0,0.0,1.5,3.4262226380941545e-16,-0.42044984160328047,0.0032851637028655538,42
3,0.6872233929727672,1.561227467508745e-05,2.68099311854473e-06,0.0,0.0,1.5,3.890388414898341e-16,-0.4301621015252929,0.002402578734504697,43
4,0.8835729338221293,2.6189597716334072e-05,3.4202534826475183e-06,0.0,0.0,1.5,3.593452618634028e-16,-0.437404101981372,0.0018184158546659904,42
5,1.0799224746714913,3.937910171261124e-05,4.190365518645415e-06,0.0,0.0,1.5000000000000004,4.4143790728945693e-16,-0.4430849609612834,0.0014784805630836334,42
6,1.2762720155208536,5.536556554792012e-05,5.035732780474229e-06,0.0,0.0,1.5000000000000002,4.504977547890117e-16,-0.4478182757161256,0.0012623394840978778,43
7,1.4726215563702154,7.376312695236995e-05,5.566634722811959e-06,0.0,0.0,1.5,3.8763284180019817e-16,-0.45180392137016057,0.001046384649069627,42
8,1.6689710972195777,9.400336494844423e-05,6.100748662696389e-06,0.0,0.0,1.5,3.8306333624135946e-16,-0.4551674888448478,0.000899394094823709,42
9,1.8653206380689396,0.00011614444246789249,6.662855747410454e-06,0.0,0.0,1.5,4.3627471321132956e-16,-0.45809887450114195,0.0007947797323583974,43
10,2.061670178918302,0.0001394398397628807,6.75875138352318e-06,0.0,0.0,1.5,4.845410522502477e-16,-0.46063341891932436,0.0006712927530633666,42
11,2.2580197197676637,0.00016303281127,6.835153120789249e-06,0.0,0.0,1.4999999999999998,4.845410522502477e-16,-0.4627993220913479,0.0005805238250159459,42
12,2.454369260617026,0.00018657655910627526,6.729167268285701e-06,0.0,0.0,1.5,3.9956278767513947e-16,-0.4646679505487725,0.0004993284100298847,42
13,2.650718801466388,0.0002096901160763647,6.5835923162888505e-06,0.0,0.0,1.4999999999999998,3.599525208717664e-16,-0.46628526676936155,0.00043464766947316405,43
14,2.84706834231575,0.00023142595755407618,5.9414079352434424e-06,0.0,0.0,1.4999999999999996,3.674214446743303e-16,-0.46765152047076924,0.0003553615645024356,42
15,3.043417883165112,0.00025090491199185284,5.280350733333166e-06,0.0,0.0,1.4999999999999996,3.494075217911089e-16,-0.4687706344276691,0.00029128431495014344,42
16,3.2397674240144743,0.0002679889143921501,4.555913485846941e-06,0.0,0.0,1.4999999999999993,3.352115973349918e-16,-0.46968267007424136,0.00023529615861954783,43
17,3.436116964863836,0.00028192643941102785,3.484283126176243e-06,0.0,0.0,1.4999999999999996,4.772175922745346e-16,-0.4703847764257277,0.0001710406031102171,42
18,3.6324665057131984,0.0002921833551665766,2.4319191643461286e-06,0.0,0.0,1.4999999999999993,3.9956278767513947e-16,-0.4708795557683222,0.00011518612239305274,42
19,3.8288160465625602,0.0002987263612180419,1.3438354344577626e-06,0.0,0.0,1.4999999999999993,4.1194274193721696e-16,-0.47118616913583117,6.225553041515504e-05,43
20,4.025165587411922,0.0003013190511808867,2.2392693881660298e-07,0.0,0.0,1.4999999999999996,4.647554505441708e-16,-0.4713058156662947,1.028199097156948e-05,42
21,4.221515128261284,0.0003000446699438765,9.081184279756739e-07,0.0,0.0,1.4999999999999993,3.690154714414436e-16,-0.47124714242485477,4.188111725742772e-05,42
22,4.417864669110647,0.0002952257560883575,1.8687577176913155e-06,0.0,0.0,1.4999999999999993,3.4433111363114944e-16,-0.4710230149530438,8.758781267708729e-05,42
23,4.614214209960009,0.0002912605279536809,2.7341118861565127e-07,0.0,0.0,1.4999999999999996,3.9720546451956367e-16,-0.4708362811880266,1.2982056066009139e-05,5
