L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
0.006642071372415858,0.010531522048619802,0.02933301167337761,0.06451045987546809,0.054471567975511254,0.16325293710430838,True
