phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,7.907133031121035e+80,5.167249983950533e+81,0.0,0.0,1.499999999999999,2.4792866614811786e-15,-1.4428872639429955,0.3626910281031704,3173
1,0.2945243112740431,8.939894992282563e+80,5.8883616133761015e+81,0.0,0.0,1.499999999999999,2.6086863400994805e-15,-1.4393752604822483,0.35798125414020493,3177
2,0.4908738521234052,1.0418534757479704e+81,6.810627122986429e+81,0.0,0.0,1.499999999999999,2.885073171850228e-15,-1.4458997283973785,0.36264623729205847,3175
3,0.6872233929727672,1.1797879788261205e+81,7.76705078660987e+81,0.0,0.0,1.499999999999999,3.1408576007500185e-15,-1.43773208749152,0.358855077716113,3174
4,0.8835729338221293,1.372327412328672e+81,8.975281438202356e+81,0.0,0.0,1.499999999999999,3.112806327569431e-15,-1.4436071363197964,0.35474659532527897,3178
5,1.0799224746714913,1.5799982552001256e+81,1.0325391522919228e+82,0.0,0.0,1.499999999999999,2.9393894358715575e-15,-1.45161083764795,0.35659944606162447,3172
6,1.2762720155208536,1.785283055817036e+81,1.1760848557351196e+82,0.0,0.0,1.499999999999999,2.643788415184824e-15,-1.4490281672508059,0.35468242696945634,3179
7,1.4726215563702154,2.0828556967358413e+81,1.3611300458712222e+82,0.0,0.0,1.499999999999999,2.5292940069065764e-15,-1.4537126417121862,0.35426173440394454,3173
8,1.6689710972195777,2.3549005727551666e+81,1.5510815092943617e+82,0.0,0.0,1.499999999999999,2.480091832354148e-15,-1.4520853988535578,0.3540014686933051,3177
9,1.8653206380689396,3.9993806957197245e+80,6.458962158054286e+81,0.0,0.0,1.499999999999999,2.6018332267727114e-15,-1.44271553753983,0.3497052059740158,3114
10,2.061670178918302,3.797049153292862e+79,2.471398487124028e+80,0.0,0.0,1.499999999999999,2.7674651721923826e-15,-1.4442174376829298,0.35285036230869804,3104
11,2.2580197197676637,4.419439800025027e+79,2.856693367382609e+80,0.0,0.0,1.499999999999999,3.011896319681737e-15,-1.4454127218912247,0.34851361509357104,3106
12,2.454369260617026,5.007805039432538e+79,3.2589098725054564e+80,0.0,0.0,1.499999999999999,3.1766375024797e-15,-1.4391800555861813,0.3449400872595343,3103
13,2.650718801466388,5.824902729213947e+79,3.7657948314075373e+80,0.0,0.0,1.499999999999999,3.2259253376825164e-15,-1.4414606116421333,0.34661280296036606,3107
14,2.84706834231575,6.702337755328652e+79,4.330992548116211e+80,0.0,0.0,1.499999999999999,3.2820458731239745e-15,-1.4449069165347659,0.34558578235973764,3103
15,3.043417883165112,7.577656249847582e+79,4.934548023394832e+80,0.0,0.0,1.499999999999999,3.2390429937862173e-15,-1.450269032711969,0.3504304165399108,3108
16,3.2397674240144743,8.841088957306605e+79,5.711045827407609e+80,0.0,0.0,1.499999999999999,3.1216301378542985e-15,-1.442994288018589,0.3428989244941357,3102
17,3.436116964863836,9.99554866812068e+79,6.507982184051133e+80,0.0,0.0,1.499999999999999,2.931807976952473e-15,-1.4392922800978836,0.34136266547333954,3106
18,3.6324665057131984,1.1648958799552614e+80,7.527318545244673e+80,0.0,0.0,1.499999999999999,2.8351810918165734e-15,-1.4382836935573589,0.33735532926215195,3104
19,3.8288160465625602,1.318280208151906e+80,8.581750541624635e+80,0.0,0.0,1.499999999999999,2.8502459092689567e-15,-1.4434326956569328,0.34014064253788906,3105
20,4.025165587411922,1.5348595022338918e+80,9.921218883603088e+80,0.0,0.0,1.499999999999999,2.770438523186371e-15,-1.44756367162657,0.33946499673226055,3106
21,4.221515128261284,1.739757829871448e+80,1.1319887031211963e+81,0.0,0.0,1.499999999999999,2.7564094190753026e-15,-1.445999015319938,0.3371240716231104,3102
22,4.417864669110647,2.022322088094662e+80,1.3076449862223787e+81,0.0,0.0,1.499999999999999,2.6724447537936227e-15,-1.4502682962042586,0.3397028281214244,3108
23,4.614214209960009,2.328868597735097e+80,1.5043739868098569e+81,0.0,0.0,1.4999999999999991,2.677276061386216e-15,-1.4492632924413,0.33722592802072937,3102
24,4.81056375080937,2.6312859270871757e+80,1.7137599963160957e+81,0.0,0.0,1.499999999999999,2.5915632475593567e-15,-1.455141201499057,0.3437683667931249,3108
25,5.006913291658733,3.069496865334338e+80,1.9831188180311484e+81,0.0,0.0,1.499999999999999,2.5819105992658664e-15,-1.4573411898285995,0.34220016605008935,3103
26,5.203262832508095,3.472544979822473e+80,2.26055997633346e+81,0.0,0.0,1.499999999999999,2.5500555005273167e-15,-1.449759128674278,0.3339605968369458,3105
27,5.399612373357457,4.044348970801174e+80,2.613806471075012e+81,0.0,0.0,1.499999999999999,2.48814689049079e-15,-1.452183158862138,0.3334812935495525,3105
28,5.595961914206819,4.581302465445078e+80,2.9813564457902587e+81,0.0,0.0,1.499999999999999,2.5332853625258942e-15,-1.4506039524566423,0.33189520775121,3103
29,5.792311455056181,5.327095386224599e+80,3.4445302328117075e+81,0.0,0.0,1.499999999999999,2.4748189602184167e-15,-1.452642750823109,0.33282604571609126,3108
30,5.988660995905543,6.134584216407606e+80,3.96274350731216e+81,0.0,0.0,1.499999999999999,2.4849466892462447e-15,-1.4477752900856948,0.32815066976163243,3102
31,6.1850105367549055,6.931196175199805e+80,4.51429721468009e+81,0.0,0.0,1.499999999999999,2.489088082640314e-15,-1.4483898249064775,0.3277709178324954,3108
