relative_path,bytes,sha256,inventory_note
run_metadata.json,11992,5D83EEC72BD811F70F6CCD9B4CF70BE6044264634078803AB8161024E7EDFB4B,
remediated_shadow_state_reference.csv,26940159,9289DF386EA4C5B4CAD20CFD8F94CA07FAE4AB0EA6A8F430B74702CE3EE7261F,
remediated_shadow_advection_per_step.csv,89384226,79B3E972DA3AC1DF3FD745EE6CA8956772B16A2EB25309E38EE48B788BE8EA29,
remediated_shadow_time_blocks.csv,14484,C1B23E46690383D3CEE4B7D0890D89CF06653FEBCDD629382777287D3EB02BCC,
nyquist_remediation_checkpoint_trace.csv,17240,F67DEF0703489A2E329F4EB0534AF8BBB13F9B073D00B4DFF5F1D39E34229C7D,
nyquist_remediation_checkpoint_work.csv,2080,590EC3717DDB9F00AB83B30B27BCC6C08233421C838E7E717411FA69E165FE7E,
remediated_shadow_summary.json,140640,43289295A39A4D6BA4F7463D834FA30587971EEF2FCE6DA61AF32BDE95202793,
STAGE_C_REMEDIATED_FULL_SAME_STATE_SHADOW_AUDIT_REPORT.md,5939,B6E9079A91F16E235B0AEFFBCA64F2CE2E864CEE8FF4901C65EF1C1B330661FA,
file_inventory.csv,,,self-hash omitted to avoid circular self-reference
