L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
9.432420550381447e-05,0.00013756420982325132,0.0003156334257187205,1.1762314636487234,1.1762315140954858,0.00011695334980797137,True
