L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
0.04729372385248651,0.06898904138010331,0.15818301702345894,0.5134898976610932,0.45036042278266586,0.13435325932280862,True
