loop_index,completed_steps,physical_time,energy,enstrophy,forcing_rms,energy_injection_rate,enstrophy_injection_rate,viscous_energy_dissipation_rate,viscous_enstrophy_dissipation_rate,continuous_energy_rhs,continuous_enstrophy_rhs,interval_duration,observed_energy_rate,mean_continuous_energy_rhs,energy_budget_residual,mean_energy_injection_rate,mean_viscous_energy_dissipation_rate,normalized_energy_budget_residual,observed_enstrophy_rate,mean_continuous_enstrophy_rhs,enstrophy_budget_residual,mean_enstrophy_injection_rate,mean_viscous_enstrophy_dissipation_rate,normalized_enstrophy_budget_residual,forcing_sha256,all_numeric_values_finite
850,851,4.255,2.1964201066302796e-05,0.0002159803567174932,0.005,1.0541496234378173e-05,0.00010391162877827978,4.319607134349864e-07,4.748023256182185e-06,1.0109535520943187e-05,9.91636055220976e-05,0.04999999999999982,1.0053838455784418e-05,1.005380829904401e-05,3.015674040813979e-11,1.0480837925648908e-05,4.2702962660489826e-07,2.8773215101761696e-06,9.862173660176357e-05,9.862119322356992e-05,5.433781936502093e-10,0.00010331520092929753,4.694007705727606e-06,5.259421544580486e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
860,861,4.305,2.2472461546162276e-05,0.00022096563998184562,0.005,1.0662752770515292e-05,0.00010510382144117554,4.4193127996369127e-07,4.857228724025072e-06,1.02208214905516e-05,0.00010024659271715047,0.04999999999999982,1.0165209597189624e-05,1.0165178505747393e-05,3.109144223105247e-11,1.0602124502446733e-05,4.3694599669933887e-07,2.9325671683894357e-06,9.970566528704885e-05,9.970509911962403e-05,5.66167424818605e-10,0.00010450772510972765,4.802625990103628e-06,5.417469610252819e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
870,871,4.355,2.2986282166604385e-05,0.00022600502792389,0.005,1.0783949242791597e-05,0.0001062953512242615,4.5201005584778e-07,4.967606287855713e-06,1.0331939186943817e-05,0.00010132774493640579,0.05000000000000071,1.0276412408842046e-05,1.0276380338747709e-05,3.20700943371024e-11,1.0723351006653444e-05,4.4697066790573563e-07,2.99067840987431e-06,0.00010078775884088612,0.00010078716882677813,5.900141079916502e-10,0.00010569958633271852,4.912417505940392e-06,5.581990700837925e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
880,881,4.405,2.350565452124862e-05,0.00023109842890985967,0.005,1.0905085668316562e-05,0.00010748621827696151,4.6219685781971934e-07,5.07915368110433e-06,1.0442888810496842e-05,0.00010240706459585718,0.04999999999999982,1.0387447092884745e-05,1.038741399872033e-05,3.309416441585268e-11,1.084451745555408e-05,4.5710345683374964e-07,3.051695435180781e-06,0.00010186801971939388,0.00010186740476613148,6.149532623980726e-10,0.0001068907847506115,5.0233799844800215e-06,5.753098958276238e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
890,891,4.455,2.4030570213793228e-05,0.00023624575142831725,0.005,1.1026162063845677e-05,0.00010867642274281878,4.724915028566345e-07,5.1918686415777886e-06,1.0553670560989042e-05,0.00010348455410124099,0.04999999999999982,1.0498313850892178e-05,1.0498279685742943e-05,3.416514923550748e-11,1.0965623866081119e-05,4.673441803381769e-07,3.115659414617271e-06,0.00010294645036915187,0.00010294580934854909,6.410206027822937e-10,0.00010808132050989014,5.135511161341059e-06,5.930910167993702e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
900,901,4.505,2.4561020857986742e-05,0.00024144690408967658,0.005,1.1147178445777638e-05,0.00010986596475945115,4.828938081793531e-07,5.3057489114600125e-06,1.0664284637598285e-05,0.00010456021584799113,0.04999999999999982,1.0609012883870324e-05,1.0608977599293662e-05,3.5284576662238587e-11,1.1086670254811657e-05,4.776926555179938e-07,3.1826126195937815e-06,0.00010402305322718709,0.00010402238497461607,6.682525710224744e-10,0.00010927119375113496,5.248808776518901e-06,6.11554196565674e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
910,911,4.555,2.509699807759948e-05,0.000246701795625722,0.005,1.1268134830151536e-05,0.00011105484445850637,4.93403591251444e-07,5.420792237312375e-06,1.0774731238900091e-05,0.000105634052221194,0.04999999999999982,1.071954439225476e-05,1.0719507938249187e-05,3.6454005572094e-11,1.1207656637964586e-05,4.881486997153985e-07,3.252598357502357e-06,0.00010509783072090842,0.00010509713403459257,6.966863158423819e-10,0.00011046040460897876,5.363270574386194e-06,6.307113560814821e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
920,921,4.605,2.563849350639491e-05,0.00025201033488912673,0.005,1.1389031232644091e-05,0.00011224306196561823,5.040206697782534e-07,5.536996370074106e-06,1.0885010562865837e-05,0.00010670606559554412,0.05000000000000071,1.0829908575908475e-05,1.0829870900882964e-05,3.767502551049067e-11,1.1328583031397813e-05,4.987121305148487e-07,3.325660888574696e-06,0.00010617078526809345,0.00010617005890836906,7.263597243887783e-10,0.0001116489532120623,5.478894303693241e-06,6.505745942903333e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
930,931,4.655,2.6185498788100992e-05,0.0002573724308529682,0.005,1.1509867668566872e-05,0.00011343061740036254,5.147448617059364e-07,5.654359065062622e-06,1.0995122806860935e-05,0.00010777625833529992,0.04999999999999982,1.0940105634121688e-05,1.0940066684863386e-05,3.8949258301577104e-11,1.1449449450605482e-05,5.093827657420949e-07,3.4018455183901746e-06,0.00010724191927683028,0.00010724116196542203,7.57311408245212e-10,0.00011283683968299038,5.595677717568364e-06,6.711561670575334e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
940,941,4.705,2.6738005576381415e-05,0.0002627879926102418,0.005,1.1630644152863579e-05,0.00011461751087621409,5.255759852204835e-07,5.772878081973883e-06,1.1105068167643096e-05,0.0001088446327942402,0.04999999999999982,1.1050135765608495e-05,1.1050095487252016e-05,4.0278356479528333e-11,1.1570255910715226e-05,5.201604234632099e-07,3.4811984099873286e-06,0.00010831123514547144,0.00010831044556477005,7.895807013855866e-10,0.00011402406413828831,5.713618573518252e-06,6.92468477906544e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
950,951,4.755,2.729600553480672e-05,0.0002682569293733728,0.005,1.1751360700107305e-05,0.00011580374250050356,5.365138587467456e-07,5.892551184882693e-06,1.121484684136056e-05,0.00010991119131562087,0.04999999999999982,1.1159999168506157e-05,1.1159957504501828e-05,4.1664004328702394e-11,1.1691002426485442e-05,5.310449219836146e-07,3.5637666308506154e-06,0.00010937873526262031,0.00010937791205493054,8.232076897728797e-10,0.00011521062668835882,5.832714633428288e-06,7.14524096808909e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
960,961,4.805,2.7859490336825425e-05,0.00027377915047372623,0.005,1.1872017324497855e-05,0.0001169893123743751,5.475583009474525e-07,6.013376142242989e-06,1.1324459023550404e-05,0.00011097593623213212,0.04999999999999982,1.1269696040374131e-05,1.1269652932455482e-05,4.31079186493581e-11,1.181168901230258e-05,5.42036079847099e-07,3.649598173847841e-06,0.00011044442200706956,0.00011044356377387649,8.582331930767845e-10,0.00011639652743743933,5.952963663562841e-06,7.373357367023399e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
970,971,4.855,2.8428451665735025e-05,0.0002793545653611151,0.005,1.1992614039859073e-05,0.00011817422059274416,5.587091307222303e-07,6.135350726888094e-06,1.1433904909136842e-05,0.00011203886986585606,0.05000000000000071,1.1379226578191826e-05,1.1379181966343622e-05,4.4611848203695496e-11,1.1932315682178464e-05,5.531337158348415e-07,3.738741866369293e-06,0.0001115082977477762,0.00011150740304899408,8.946987821158115e-10,0.00011758176648355963,6.074363434565542e-06,7.609162618261131e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
980,981,4.905,2.9002881214652902e-05,0.000284983083603306,0.005,1.2113150859636168e-05,0.00011935846724425578,5.69966167206612e-07,6.258472716030945e-06,1.1543184692429556e-05,0.00011309999452822484,0.04999999999999982,1.1488590978357582e-05,1.1488544800783199e-05,4.617757438331782e-11,1.205288244974762e-05,5.643376489644212e-07,3.831247386328301e-06,0.00011257036484381831,0.00011256943219704044,9.326467778679546e-10,0.00011876634391849997,6.196911721459519e-06,7.852786800509385e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
990,991,4.955,2.958277068648722e-05,0.00029066461488552373,0.005,1.2233627796893093e-05,0.00012054205241124341,5.813292297710475e-07,6.382739891264288e-06,1.1652298567122045e-05,0.00011415931251997912,0.04999999999999982,1.1597789436686382e-05,1.1597741629775801e-05,4.780691058073306e-11,1.2173389328264631e-05,5.756476984888298e-07,3.927165170815098e-06,0.00011363062564435464,0.00011362965352410199,9.721202526497604e-10,0.0001199502598277496,6.320606303647617e-06,8.104361374837703e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1000,1001,5.005,3.0168111793907722e-05,0.0002963990690099535,0.005,1.2354044864309944e-05,0.00012172497616968778,5.92798138019907e-07,6.5081500385608485e-06,1.1761246726290036e-05,0.00011521682613112693,0.04999999999999982,1.1706822148410103e-05,1.1706772646706041e-05,4.950170406129676e-11,1.2293836330601519e-05,5.870636838954772e-07,4.026546533572951e-06,0.00011468908248859564,0.00011468806932555303,1.0131630426117588e-09,0.0001211335142904656,6.445444964912568e-06,8.364019227431138e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1010,1011,5.055,3.0758896259316464e-05,0.0003021863558952417,0.005,1.2474402074180353e-05,0.00012290723858917666,6.043727117904834e-07,6.6347009482734585e-06,1.187002936238987e-05,0.00011627253764090321,0.04999999999999982,1.181568930817488e-05,1.1815638044339952e-05,5.126383492813776e-11,1.2414223469245148e-05,5.985854249051952e-07,4.129443541526233e-06,0.00011574573770576428,0.00011574468188601507,1.0558197492156881e-09,0.00012231610737943222,6.571425493417154e-06,8.63189461990046e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1020,1021,5.105,3.1355115814818416e-05,0.0003080263855759941,0.005,1.2594699438408918e-05,0.00012408883973286455,6.160527711519882e-07,6.76239041513515e-06,1.197864666725693e-05,0.00011732644931772941,0.05000000000000071,1.192439111003887e-05,1.19243380148234e-05,5.309521546994285e-11,1.2534550756294634e-05,6.102127414712358e-07,4.235908929027979e-06,0.00011680059361504611,0.00011679949347931631,1.1001357298019362e-09,0.0001234980391610206,6.698545681704305e-06,8.90812305422554e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1030,1031,5.155,3.1956762202192106e-05,0.0003139190682022733,0.005,1.2714936968508655e-05,0.00012526977965743303,6.278381364045466e-07,6.891216238259217e-06,1.208709883210411e-05,0.00011837856341917381,0.04999999999999982,1.203292774747384e-05,1.203287274968052e-05,5.499779332038962e-11,1.2654818203458787e-05,6.219454537782674e-07,4.3459963182527385e-06,0.00011785365252558543,0.00011785250636845161,1.1461571338154458e-09,0.0001246793096951488,6.8268033266971835e-06,9.192841511698248e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1040,1041,5.205,3.25638271728601e-05,0.00031986431403909356,0.005,1.2835114675598475e-05,0.00012645005841305148,6.397286280781871e-07,7.0211762211392326e-06,1.2195386047520287e-05,0.00011942888219191225,0.04999999999999982,1.2141299413359943e-05,1.2141242439812198e-05,5.697354774475405e-11,1.2775025822053565e-05,6.33783382241367e-07,4.459759889205112e-06,0.00011890491673640506,0.00011890372280554302,1.1939308620397123e-09,0.00012585991903524225,6.956196229699225e-06,9.48618806679351e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1050,1051,5.255,3.317630248785953e-05,0.0003258620334659144,0.005,1.2955232570400676e-05,0.0001276296760433383,6.517240669318288e-07,7.152268171649044e-06,1.2303508503468847e-05,0.00012047740787168924,0.04999999999999982,1.2249506299988643e-05,1.2249447275494566e-05,5.902449407666909e-11,1.2895173622999574e-05,6.45726347505008e-07,4.577254700269733e-06,0.00011995438853641724,0.00011995314503180075,1.2435046164971895e-09,0.00012703986722819487,7.086722196394138e-06,9.788302236364505e-06,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1060,1061,5.305,3.3794179917812415e-05,0.00033191213697613195,0.005,1.3075290663238449e-05,0.00012880863258532207,6.638242739522639e-07,7.2844899020427e-06,1.2411466389286185e-05,0.00012152414268327937,0.04999999999999982,1.2357548599057722e-05,1.2357487446377516e-05,6.115268020632602e-11,1.3015261616819562e-05,6.577741704420464e-07,4.698536380344341e-06,0.00012100207020435149,0.00012100077527748431,1.2949268671778348e-09,0.0001282191543143302,7.218379036845872e-06,1.0099324660988732e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1070,1071,5.355,3.4417451242896015e-05,0.0003380145351765692,0.005,1.3195288964033418e-05,0.00012998692806940397,6.760290703531385e-07,7.417839228954369e-06,1.251925989368028e-05,0.00012256908884044962,0.05000000000000071,1.2465426501671825e-05,1.2465363141483233e-05,6.336018859133075e-11,1.3135289813635933e-05,6.699266721527012e-07,4.823661258357286e-06,0.00012204796400874362,0.00012204661576186449,1.3482468791306112e-09,0.000129397780327363,7.351164565498535e-06,1.041939727033714e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1080,1081,5.405,3.5046108252813095e-05,0.00034416913878696366,0.005,1.331522748230319e-05,0.0001311645625193195,6.883382775739274e-07,7.552313973398183e-06,1.2626889204729264e-05,0.0001236122485459213,0.04999999999999982,1.2573140198341658e-05,1.2573074549204771e-05,6.564913688689622e-11,1.3255258223168304e-05,6.82183673963533e-07,4.952686381631621e-06,0.00012309207220788918,0.00012309066869318548,1.4035147037085548e-09,0.00013057574529436172,7.485076601176276e-06,1.0748663165157968e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1090,1091,5.455,3.568014274676216e-05,0.00035037585863945483,0.005,1.3435106227158943e-05,0.00013234153595210167,7.007517172789096e-07,7.68791196076807e-06,1.2734354509880033e-05,0.0001246536239913336,0.04999999999999982,1.2680689878981374e-05,1.2680621857304647e-05,6.802167672611506e-11,1.3375166854731068e-05,6.945449974264186e-07,5.085669394999317e-06,0.00012413439704982393,0.00012413293626862746,1.4607811964716631e-09,0.00013175304923571058,7.620112967083126e-06,1.1087266708023409e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1100,1101,5.505,3.6319546533407604e-05,0.00035663460567806823,0.005,1.3554925207303014e-05,0.00013351784837804386,7.132692113561365e-07,7.824631020837515e-06,1.2841655995946879e-05,0.00012569321735720633,0.04999999999999982,1.2788075732908882e-05,1.2788005252913456e-05,7.047999542588389e-11,1.3495015717230979e-05,7.07010464317523e-07,5.222668643200778e-06,0.0001251749407722685,0.00012517342067426996,1.5200979985386179e-09,0.00013292969216507276,7.756271490802792e-06,1.143535333438486e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1110,1111,5.555,3.696431143084968e-05,0.00036294529095819855,0.005,1.3674684431026504e-05,0.0001346934998006634,7.258905819163972e-07,7.962468987759265e-06,1.2948793849110107e-05,0.0001267310308129041,0.04999999999999982,1.2895297948841634e-05,1.2895224922528493e-05,7.302631314087262e-11,1.3614804819164758e-05,7.195798966362668e-07,5.3637429335804935e-06,0.00012621370560260677,0.00012621212408505522,1.5815175515487747e-09,0.00013410567408935362,7.893550004298389e-06,1.1793069624295101e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1120,1121,5.605,3.7614429266594767e-05,0.00036930782564609206,0.005,1.3794383906206953e-05,0.00013586849021666536,7.386156512921842e-07,8.101423700065058e-06,1.305576825491477e-05,0.00012776706651660032,0.05000000000000071,1.3002356714901487e-05,1.3002281052012438e-05,7.566288904855905e-11,1.373453416861673e-05,7.322531166042906e-07,5.508951968785951e-06,0.00012725069375786832,0.0001272490486647522,1.6450931161207053e-09,0.00013528099500866438,8.03194634391216e-06,1.216056339632438e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1130,1131,5.655,3.826989187752514e-05,0.00037572212101832627,0.005,1.3914023640305968e-05,0.00013704281961590716,7.514442420366526e-07,8.241493000665207e-06,1.3162579398269316e-05,0.00012880132661524196,0.04999999999999982,1.3109252218607454e-05,1.3109173826592042e-05,7.839201541152789e-11,1.385420377325646e-05,7.450299466644184e-07,5.658355882050209e-06,0.00012828590744468464,0.00012828419656592114,1.7108787635038408e-09,0.00013645565491628625,8.171458350365133e-06,1.2537983600265173e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1140,1141,5.705,3.8930691109868933e-05,0.0003821880884612874,0.005,1.4033603640366907e-05,0.00013821648798136292,7.643761769225748e-07,8.382674736848188e-06,1.3269227463444332e-05,0.00012983381324451474,0.04999999999999982,1.3215984646875978e-05,1.3215903430856824e-05,8.121601915464613e-11,1.3973813640336438e-05,7.579102094796136e-07,5.812015334182655e-06,0.00012931934885922292,0.00012931756992987835,1.7789293445702892e-09,0.00013762965379863503,8.312083868756698e-06,1.2925480050781994e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1150,1151,5.755,3.95968188191701e-05,0.000388705639470649,0.005,1.4153123913012599e-05,0.0001393894952890889,7.77411278941298e-07,8.524966760280195e-06,1.3375712634071301e-05,0.0001308645285288087,0.04999999999999982,1.3322554186023364e-05,1.3322470048757816e-05,8.413726554796228e-11,1.4093363776689753e-05,7.708937279319364e-07,5.969991755064484e-06,0.00013035102018723268,0.00013034917088666174,1.8493005709402637e-09,0.0001388029916352259,8.453820748564191e-06,1.3323203982520949e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1160,1161,5.805,4.026826687025811e-05,0.00039527468565084544,0.005,1.4272584464443052e-05,0.00014056184150818875,7.905493713016908e-07,8.668366927004587e-06,1.348203509314136e-05,0.00013189347458118414,0.04999999999999982,1.34289610217603e-05,1.3428873863606332e-05,8.715815396815349e-11,1.4212854188727826e-05,7.839803251214944e-07,6.1323470156528e-06,0.0001313809236039292,0.0001313790015549964,1.922048932799557e-09,0.00013997566839863882,8.596666843642392e-06,1.3731307410697444e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1170,1171,5.855,4.094502713721779e-05,0.00040189513871454683,0.005,1.4391985300433194e-05,0.0001417335266007795,8.037902774290937e-07,8.812873097441331e-06,1.35881950230041e-05,0.0001329206535033382,0.05000000000000071,1.353520533919333e-05,1.3535115058072731e-05,9.028112059886661e-11,1.4332284882438123e-05,7.971698243653922e-07,6.2991436005776995e-06,0.00013240906127402608,0.00013240706404226115,1.997231764927455e-09,0.00014114768405448411,8.74062001222296e-06,1.4149943573686324e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1180,1181,5.905,4.162709150335897e-05,0.0004085669104821309,0.005,1.4511326426330655e-05,0.0001429045505219581,8.171338209642618e-07,8.958483136386375e-06,1.3694192605366394e-05,0.00013394606738557173,0.04999999999999982,1.3641287322823623e-05,1.3641193814185247e-05,9.350863837650808e-11,1.4451655863381924e-05,8.104620491966778e-07,6.470444581609731e-06,0.0001334354353516817,0.00013343336044445496,2.074907226747415e-09,0.0001423190385613688,8.885678116913852e-06,1.4579266749702663e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1190,1191,5.955,4.231445186118622e-05,0.0004152899128811539,0.005,1.4630607847053538e-05,0.00014407491321976798,8.305798257623079e-07,9.105194913010963e-06,1.380002802129123e-05,0.000134969718306757,0.04999999999999982,1.3747207156545103e-05,1.3747110313328812e-05,9.68432162905947e-11,1.4570967136692096e-05,8.238568233632848e-07,6.646313548173993e-06,0.0001344600479804609,0.00013445789284616437,2.155134296526586e-09,0.00014348973187086305,9.031839024698668e-06,1.50194321811553e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1200,1201,6.005,4.3007100112368404e-05,0.0004220640579458197,0.005,1.4749829567088224e-05,0.000145244614635166,8.441281158916394e-07,9.25300630086089e-06,1.3905701451196584e-05,0.0001359916083343051,0.04999999999999982,1.3852965023643743e-05,1.3852864736243906e-05,1.0028739983606921e-10,1.4690218707070881e-05,8.373539708269736e-07,6.826814619703219e-06,0.00013548290129331578,0.00013548066332053104,2.2379727847385983e-09,0.000144659763927467,9.179100606935927e-06,1.5470596135223385e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1210,1211,6.055,4.370502816770828e-05,0.00042888925781644767,0.005,1.4868991590487218e-05,0.00014641365470199034,8.577785156328954e-07,9.401915177855728e-06,1.4011213074854322e-05,0.00013701173952413462,0.04999999999999982,1.395856110679758e-05,1.3958457263025452e-05,1.0384377212799571e-10,1.4809410578787721e-05,8.509533157622673e-07,7.012012502154304e-06,0.0001365039974125602,0.00013650167392921986,2.3234833403519388e-09,0.00014582913466857817,9.327460739358308e-06,1.5932915913081807e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1220,1221,6.105,4.440822794711194e-05,0.00043576542473893935,0.005,1.4988093920866967e-05,0.00014758203334692824,8.715308494778787e-07,9.551919426287951e-06,1.4116563071389087e-05,0.0001380301139206403,0.05000000000000071,1.406399558807305e-05,1.4063888073121705e-05,1.0751495134521416e-10,1.4928542755677092e-05,8.64654682555387e-07,7.201972295944819e-06,0.0001375233384498316,0.00013752092672238744,2.4117274441621053e-09,0.0001469978440244593,9.47691730207184e-06,1.6406549770626656e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1230,1231,6.155,4.511669137955843e-05,0.00044269247106424345,0.005,1.5107136561405768e-05,0.00014874975048948435,8.853849421284869e-07,9.703016932822063e-06,1.4221751619277281e-05,0.00013904673355666228,0.04999999999999982,1.4169268648929751e-05,1.4169157345333183e-05,1.1130359656809146e-10,1.5047615241136367e-05,8.784578958031828e-07,7.396759870880778e-06,0.00013854092650608256,0.00013853842373865127,2.5027674312888028e-09,0.0001481658919182063,9.627468179555008e-06,1.6891657039870107e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1240,1241,6.205,4.5830410403069025e-05,0.000449670309247819,0.005,1.5226119514841621e-05,0.00014991680604194954,8.993406184956381e-07,9.855205588493583e-06,1.4326778896345984e-05,0.00014006160045345597,0.04999999999999982,1.4274380470211993e-05,1.4274265257811632e-05,1.1521240036020696e-10,1.5166628038123694e-05,8.923627803120625e-07,7.596441349428664e-06,0.00013955676367151203,0.00013955416700505913,2.596666452903606e-09,0.00014933327826571695,9.779111260657823e-06,1.738839783777608e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1250,1251,6.255,4.654937696467672e-05,0.0004566988518490986,0.005,1.5345042783470176e-05,0.00015108319990937003,9.133977036981972e-07,1.0008483288708056e-05,1.443164507977198e-05,0.00014107471662066197,0.04999999999999982,1.4379331232153999e-05,1.4379211988058982e-05,1.192440950160674e-10,1.5285581149155898e-05,9.063691610969177e-07,7.8010835082088e-06,0.00014057085202559186,0.00014056815853705896,2.6934885329066294e-09,0.00015050000297565978,9.931844438600818e-06,1.7896933419610925e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1260,1261,6.305,4.727358302039548e-05,0.00046377801153094816,0.005,1.5463906369142633e-05,0.00015224893198951693,9.275560230618964e-07,1.0162847933239946e-05,1.4536350346080737e-05,0.00014208608405627698,0.04999999999999982,1.4484121114375137e-05,1.4483997712926358e-05,1.234014487782578e-10,1.5404474576306405e-05,9.204768633800468e-07,8.01075350976666e-06,0.00014158319363699175,0.00014158040033846947,2.7932985222816134e-09,0.00015166606594944348,1.0085665610974001e-05,1.8417425841405646e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1270,1271,6.355,4.8003020535189686e-05,0.00047090770105912775,0.005,1.558271027326372e-05,0.00015341400217285631,9.418154021182555e-07,1.0318297426231507e-05,1.4640894871145466e-05,0.0001430957047466248,0.05000000000000071,1.4588750295883975e-05,1.4588622608613101e-05,1.276872708738994e-10,1.5523308321203177e-05,9.346857125900759e-07,8.22551921483723e-06,0.00014259379056358987,0.0001425908944014509,2.8961621389674615e-09,0.00015283146708118664,1.0240572679735726e-05,1.8950038197493528e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1280,1281,6.405,4.87376814829432e-05,0.00047808783330174887,0.005,1.570145449678966e-05,0.0001545784103425194,9.561756666034977e-07,1.047482967619153e-05,1.4745278830186164e-05,0.00014410358066632787,0.04999999999999982,1.4693218955070358e-05,1.4693086850665816e-05,1.3210440454187436e-10,1.564208238502669e-05,9.489955343608766e-07,8.445448712655463e-06,0.0001436026448524229,0.00014359964270647634,3.0021459465536665e-09,0.00015399620625768784,1.0396563551211519e-05,1.9494934450073784e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1290,1291,6.455,4.9477557846428767e-05,0.000485318321228732,0.005,1.5820139040226172e-05,0.0001557421563742735,9.706366424574639e-07,1.0632442595994125e-05,1.4849502397768708e-05,0.00014510971377827938,0.04999999999999982,1.4797527269711358e-05,1.4797390613977437e-05,1.3665573392089775e-10,1.5760796768507917e-05,9.634061545304807e-07,8.670610751986432e-06,0.00014460975853966256,0.00014460664722230361,3.11131735894238e-09,0.00015516028335839645,1.0553636136092828e-05,2.0052279433878797e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1300,1301,6.505,5.0222641617277125e-05,0.0004925990779112625,0.005,1.593876390362648e-05,0.0001569052401364932,9.851981558225252e-07,1.0791134102877336e-05,1.4953565747803955e-05,0.00014611410603361587,0.04999999999999982,1.4901675416967225e-05,1.4901534072786331e-05,1.413441808934728e-10,1.5879451471926326e-05,9.779173991399945e-07,8.90107452032324e-06,0.0001456151336506119,0.00014561190990594762,3.223744664282175e-09,0.00015632369825538335,1.071178834943573e-05,2.0622238983980527e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
1310,1311,6.555,5.097292479594612e-05,0.0004999300165212449,0.005,1.6057329086589345e-05,0.00015806766149013195,9.998600330424898e-07,1.0950902118441758e-05,1.5057469053546854e-05,0.00014711675937169018,0.04999999999999982,1.5005663573379954e-05,1.5005517400675404e-05,1.4617270455056597e-10,1.5998046495107913e-05,9.925290944325074e-07,9.136909596760112e-06,0.00014661877219964702,0.000146615432702653,3.339496994014075e-09,0.00015748645081331257,1.0871018110659546e-05,2.1204979709478487e-05,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
