loop_index,completed_steps,physical_time,energy,enstrophy,forcing_rms,energy_injection_rate,enstrophy_injection_rate,viscous_energy_dissipation_rate,viscous_enstrophy_dissipation_rate,continuous_energy_rhs,continuous_enstrophy_rhs,interval_duration,observed_energy_rate,mean_continuous_energy_rhs,energy_budget_residual,mean_energy_injection_rate,mean_viscous_energy_dissipation_rate,normalized_energy_budget_residual,observed_enstrophy_rate,mean_continuous_enstrophy_rhs,enstrophy_budget_residual,mean_enstrophy_injection_rate,mean_viscous_enstrophy_dissipation_rate,normalized_enstrophy_budget_residual,forcing_sha256,all_numeric_values_finite
9340,9341,46.705,0.0017265937378128362,0.015762118825567856,0.005,8.593467775986724e-05,0.0007932396569765815,3.1524237651135714e-05,0.000346163697943353,5.4410440108731525e-05,0.0004470759590332285,0.04999999999999716,5.465715873291149e-05,5.441046204405206e-05,2.466966888594254e-07,8.591182337583722e-05,3.1501361331785167e-05,0.002871510336594824,0.00045752638701097685,0.0004471577208720556,1.0368666138921225e-05,0.000793070050784681,0.0003459123299126253,0.013074086114665706,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9350,9351,46.755,0.001729326559109937,0.015784987973615904,0.005,8.598024890944263e-05,0.0007935776128569446,3.1569975947231804e-05,0.0003466663028966288,5.441027296221083e-05,0.0004469113099603158,0.05000000000000426,5.4656425942009785e-05,5.441035653547118e-05,2.4606940653860564e-07,8.595746333465494e-05,3.1547106799183756e-05,0.0028626880900451067,0.0004573829609609169,0.00044699363449677215,1.0389326464144751e-05,0.000793408634916763,0.0003464150004199909,0.013094546752991543,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9360,9361,46.805,0.0017320593371400626,0.015807849892749092,0.005,8.602568211842207e-05,0.0007939143103112052,3.1615699785498186e-05,0.00034716877654115676,5.440998233292388e-05,0.0004467455337700484,0.04999999999999716,5.465556060251611e-05,5.441012764756735e-05,2.4543295494875664e-07,8.600296551393235e-05,3.1592837866365e-05,0.002853773163310245,0.00045723838266380033,0.00044682842186518214,1.0409960798618198e-05,0.000793745961584075,0.0003469175397188928,0.013114977968320103,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9370,9371,46.855000000000004,0.0017347920652657277,0.01583070452527389,0.005,8.607097706206967e-05,0.000794249747391655,3.166140905054778e-05,0.0003476711186781495,5.440956801152189e-05,0.0004465786287135055,0.05000000000000426,5.4654562513297236e-05,5.4409775172222886e-05,2.447873410743495e-07,8.604832959024587e-05,3.1638554418022984e-05,0.0028447657524556724,0.0004570926504959437,0.000446662081241777,1.043056925416672e-05,0.0007940820288514301,0.00034741994760965314,0.013135380068043627,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9380,9381,46.905,0.0017375247368393177,0.015853551813414468,0.005,8.611613341301044e-05,0.0007945839221253966,3.170710362682894e-05,0.0003481733291105404,5.4409029786181504e-05,0.00044641059301485625,0.04999999999999716,5.4653431471803226e-05,5.44092988988517e-05,2.4413257295152454e-07,8.609355523754006e-05,3.168425633868836e-05,0.0028356660644102832,0.0004569457628115624,0.0004464946108641809,1.0451151947381515e-05,0.0007944168347585258,0.0003479222238943449,0.013155753365370573,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9390,9391,46.955,0.0017402573452030064,0.01587639169931166,0.005,8.616115084121551e-05,0.0007949168325141977,3.175278339862332e-05,0.0003486754076429254,5.440836744259219e-05,0.0004462414248712723,0.04999999999999716,5.465216727377745e-05,5.440869861438685e-05,2.4346865939059675e-07,8.613864212711298e-05,3.1729943512726126e-05,0.0028264743137152684,0.000456797717943878,0.00044632600894306426,1.047170900081375e-05,0.0007947503773197971,0.0003484243683767329,0.013176098180825487,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9400,9401,47.005,0.0017429898836886783,0.015899224125021857,0.005,8.620602901398752e-05,0.0007952484765343454,3.1798448250043714e-05,0.0003491773540815051,5.440758076394381e-05,0.0004460711224528403,0.05000000000000426,5.4650769713433995e-05,5.4407974103268e-05,2.427956101659943e-07,8.618358992760152e-05,3.177561582433352e-05,0.002817190724707043,0.00045664851420389445,0.0004461562736620563,1.049224054183815e-05,0.0007950826545242715,0.00034892638086221525,0.013196414840814331,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9410,9411,47.055,0.0017457223456178524,0.015922049032515956,0.005,8.625076759594614e-05,0.0007955788521365037,3.1844098065031913e-05,0.0003496791682340312,5.4406669530914224e-05,0.00044589968390247256,0.04999999999999716,5.4649238583483697e-05,5.4407125147429017e-05,2.4211343605468e-07,8.622839830496682e-05,3.1821273157537814e-05,0.0028078155319363517,0.00045649814988199354,0.00044598540317765644,1.0512746704337099e-05,0.0007954136643354246,0.00034942826115776814,0.013216703679739516,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9420,9421,47.105000000000004,0.0017484547243016,0.015944866363678274,0.005,8.629536624901335e-05,0.000795907957245569,3.1889732727356545e-05,0.0003501808499097523,5.4405633521656804e-05,0.00044572710733581676,0.05000000000000426,5.464757367494805e-05,5.440615152628552e-05,2.414221486625299e-07,8.627306692247974e-05,3.1866915396194226e-05,0.0027983489781284654,0.00045634662324631474,0.00044581339561914463,1.0533227627170113e-05,0.0007957434046910363,0.0003499300090718917,0.013236965038070097,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9430,9431,47.155,0.0017511870130404675,0.01596767606030545,0.005,8.633982463239915e-05,0.0007962357897605269,3.1935352120610906e-05,0.00035068239891936315,5.4404472511788244e-05,0.00044555339084116375,0.04999999999999716,5.4645774777353754e-05,5.440505301672253e-05,2.4072176063122614e-07,8.631759544070624e-05,3.191254242398373e-05,0.0027887913165582103,0.0004561939325435897,0.00044564024908849025,1.0553683455099432e-05,0.000796071873503048,0.0003504316244145577,0.01325719926350221,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9440,9441,47.205,0.001753919205124397,0.015990478064105397,0.005,8.638414240258685e-05,0.0007965623475543119,3.1980956128210794e-05,0.0003511838150749548,5.440318627437606e-05,0.0004453785324793571,0.04999999999999716,5.4643841678590226e-05,5.4403829393082155e-05,2.4001228550807135e-07,8.6361983517493e-05,3.195815412441085e-05,0.002779142809514742,0.0004560400759989323,0.00044546596166026046,1.0574114338671842e-05,0.0007963990686574194,0.00035093310699715896,0.013277406710806218,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9450,9451,47.255,0.0017566512938326437,0.016013272316696164,0.005,8.642831921331876e-05,0.0007968876284736633,3.202654463339233e-05,0.0003516850981899671,5.4401774579926434e-05,0.00044520253028369625,0.05000000000000426,5.464177416493086e-05,5.4402480427151246e-05,2.3929373777961254e-07,8.64062308079528e-05,3.200375038080156e-05,0.002769403728667077,0.0004558850518153079,0.00044529053138152666,1.0594520433781249e-05,0.0007967249880139876,0.000351434456632461,0.013297587741273714,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9460,9461,47.305,0.0017593832724337004,0.016036058759604895,0.005,8.647235471558181e-05,0.0007972116303389876,3.207211751920979e-05,0.00035218624807914294,5.440023719637202e-05,0.0004450253822598447,0.04999999999999716,5.463957202113711e-05,5.440100588814923e-05,2.385661329878811e-07,8.645033696445028e-05,3.204933107630106e-05,0.002759574356384327,0.0004557288581746431,0.00044511395627177045,1.0614901902872634e-05,0.0007970496294063254,0.000351935673134555,0.01331774272422539,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9470,9471,47.355000000000004,0.0017621151341852162,0.016058837334266732,0.005,8.651624855759307e-05,0.0007975343509442172,3.211767466853347e-05,0.0003526872645584849,5.43985738890596e-05,0.0004448470863857323,0.05000000000000426,5.4637235030311476e-05,5.4399405542715815e-05,2.3782948759566025e-07,8.649430163658744e-05,3.2094896093871626e-05,0.0027496549841505096,0.0004555714932366922,0.0004449362343227885,1.0635258913903713e-05,0.0007973729906416024,0.0003524367563188139,0.013337872035703269,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9480,9481,47.405,0.001764846872333914,0.01608160798202371,0.005,8.656000038478559e-05,0.0007978557880566712,3.216321596404742e-05,0.00035318814744521245,5.439678442073816e-05,0.0004446676406114588,0.04999999999999716,5.463476297395754e-05,5.439767915489888e-05,2.3708381905865924e-07,8.653812447118933e-05,3.214044531629045e-05,0.0027396459133753274,0.00045541295513959283,0.00044475736349859553,1.0655591640997301e-05,0.0007976950695004442,0.00035293770600184867,0.013357976059285856,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9490,9491,47.455,0.001767578480115513,0.01610437064412369,0.005,8.660360983979406e-05,0.000798175939416919,3.2208741288247386e-05,0.0003536888965577234,5.439486855154667e-05,0.00044448704285919555,0.04999999999999716,5.4632155631985e-05,5.439582648614242e-05,2.3632914584258255e-07,8.658180511228981e-05,3.218597862614741e-05,0.002729547455566238,0.0004552532419996572,0.00044457734173532714,1.0675900264330072e-05,0.0007980158637367951,0.00035343852200146796,0.013378055185944577,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9500,9501,47.505,0.001770309950754649,0.016127125261719243,0.005,8.66470765624406e-05,0.0007984948027386409,3.225425052343849e-05,0.00035418951171555484,5.4392826039002116e-05,0.0004443052910230861,0.05000000000000426,5.4629412782713557e-05,5.4393847295274394e-05,2.3556548743916263e-07,8.662534320111732e-05,3.223149590584294e-05,0.0027193599324882587,0.00045509235191097956,0.0004443961669411408,1.0696184969838742e-05,0.0007983353710777799,0.0003539392041366391,0.013398109813672078,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9510,9511,47.555,0.0017730412774647894,0.016149871775866544,0.005,8.669040018972055e-05,0.0007988123757084933,3.229974355173309e-05,0.00035468999273934775,5.4390656637987466e-05,0.0004441223829691455,0.04999999999999716,5.4626534202812155e-05,5.439174133849479e-05,2.34792864317364e-07,8.666873837608058e-05,3.227699703758579e-05,0.0027090836755755024,0.00045493028294605974,0.0004442138369961158,1.0716445949943935e-05,0.0007986535892235672,0.0003544397522274513,0.013418140348385862,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9520,9521,47.605000000000004,0.0017757724534481576,0.016172610127524342,0.005,8.673358035578849e-05,0.0007991286559859729,3.2345220255048686e-05,0.0003551903394508131,5.4388360100739803e-05,0.00044393831653515974,0.05000000000000426,5.462351966736021e-05,5.438950836936364e-05,2.3401129799657366e-07,8.671199027275452e-05,3.232248190339088e-05,0.0026987190267515004,0.00045476703315592014,0.00044403034975215263,1.073668340376751e-05,0.0007989705158472331,0.00035494016609508044,0.013438147204195974,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9530,9531,47.655,0.0017785034718956485,0.016195340257552784,0.005,8.677661669194404e-05,0.0007994436412032818,3.239068051510557e-05,0.00035569055167269996,5.4385936176838466e-05,0.00044375308953058186,0.04999999999999716,5.4620368949820865e-05,5.438714813878914e-05,2.3322081103172726e-07,8.675509852386626e-05,3.2367950385077125e-05,0.0026882663382321948,0.00045460260056885503,0.0004438457030328708,1.0756897535984231e-05,0.0007992861485946273,0.00035544044556175654,0.013458130801963628,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
9540,9541,47.705,0.0017812343259867485,0.016218062106712353,0.005,8.681950882661785e-05,0.0007997573289651944,3.243612421342471e-05,0.00035619062922876544,5.4383384613193146e-05,0.00044356669973642896,0.04999999999999716,5.461708182200266e-05,5.4384660395015806e-05,2.3242142698685447e-07,8.679806275928094e-05,3.241340236426514e-05,0.0026777259721963396,0.0004544369831914039,0.0004436598946335054,1.077708855789849e-05,0.0007996004850842381,0.0003559405904507327,0.01347809157064621,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
