phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,6.318932026007931e+79,5.046755938762898e+80,0.0,0.0,1.5,2.3707643747982298e-15,-1.410909937935813,0.35682304319238956,3131
1,0.2945243112740431,6.864228181622939e+79,5.480786928374159e+80,0.0,0.0,1.5,2.3390349121856188e-15,-1.4130101648343134,0.3558754637834231,3130
2,0.4908738521234052,7.46472031053979e+79,5.951459132176179e+80,0.0,0.0,1.5,2.309128144798766e-15,-1.4159887298081693,0.36014389228191995,3130
3,0.6872233929727672,8.277540682419183e+79,6.542667620665342e+80,0.0,0.0,1.5,2.24958656388537e-15,-1.4126708929483243,0.3568694479229215,3131
4,0.8835729338221293,8.805053374337732e+79,7.030451226389304e+80,0.0,0.0,1.5,2.255916879591951e-15,-1.4142312847087295,0.3567507277351195,3130
5,1.0799224746714913,9.575331562370295e+79,7.634203573578045e+80,0.0,0.0,1.5,2.272970104640077e-15,-1.4090543467946917,0.3480708262845971,3130
6,1.2762720155208536,1.0617972711350126e+80,8.392573219628742e+80,0.0,0.0,1.5,2.2479304671255046e-15,-1.410031514521937,0.34894709975927024,3131
7,1.4726215563702154,1.1294636902149975e+80,9.018275129571796e+80,0.0,0.0,1.4999999999999998,2.2157305751985895e-15,-1.409779772240216,0.34817831562388607,3130
8,1.6689710972195777,1.2282707283736744e+80,9.792735345814437e+80,0.0,0.0,1.4999999999999998,2.2241921089150843e-15,-1.4125991443229329,0.34781006627243,3130
9,1.8653206380689396,1.362014981450225e+80,1.076553010693132e+81,0.0,0.0,1.5,2.2329773775290276e-15,-1.409823970210726,0.34451420343837,3131
10,2.061670178918302,1.4486483433627924e+80,1.1568163025938416e+81,0.0,0.0,1.4999999999999998,2.210794865479487e-15,-1.4123793338623403,0.34488875229331395,3130
11,2.2580197197676637,1.5731693713697754e+80,1.2561071541598242e+81,0.0,0.0,1.4999999999999998,2.228267681070341e-15,-1.409247329181266,0.3432217446451977,3130
12,2.454369260617026,1.710792393210705e+80,1.3639775622209656e+81,0.0,0.0,1.4999999999999998,2.2152755413187664e-15,-1.4134941607695466,0.34788746608927607,3130
13,2.650718801466388,1.8970775923084608e+80,1.4994729247840833e+81,0.0,0.0,1.4999999999999998,2.1984123944807147e-15,-1.4195855350449404,0.3522144087389273,3131
14,2.84706834231575,2.017974915063088e+80,1.611264987646396e+81,0.0,0.0,1.5,2.2510133031038238e-15,-1.4192246556846744,0.349321450586191,3130
15,3.043417883165112,2.1938092405539945e+80,1.7493601658188012e+81,0.0,0.0,1.5,2.2296216241488024e-15,-1.4159943709236564,0.34958226394166153,3131
16,3.2397674240144743,2.433466518530965e+80,1.9234411774721234e+81,0.0,0.0,1.5,2.2148933100307587e-15,-1.4150132097455053,0.34535665806610516,3131
17,3.436116964863836,2.588546937115964e+80,2.066841870789001e+81,0.0,0.0,1.4999999999999998,2.2118811680940392e-15,-1.4169156819446043,0.34529856902807793,3130
18,3.6324665057131984,2.814996585924468e+80,2.2443355465964506e+81,0.0,0.0,1.5,2.2432815128565026e-15,-1.4166560492042306,0.3437037938071383,3130
19,3.8288160465625602,3.121516653204106e+80,2.4672842717237302e+81,0.0,0.0,1.5,2.260288524514693e-15,-1.4157608233338113,0.342661626833413,3131
20,4.025165587411922,3.320445129986529e+80,2.6512307747413557e+81,0.0,0.0,1.5,2.2464776944096277e-15,-1.416163946653177,0.33903762462341164,3130
21,4.221515128261284,3.605069207570659e+80,2.87879710787735e+81,0.0,0.0,1.5,2.2047516921464667e-15,-1.416355653932261,0.3403657438844779,3130
22,4.417864669110647,3.9208577025117835e+80,3.1260145603351727e+81,0.0,0.0,1.5,2.201044112368381e-15,-1.4180490006257036,0.33802856647743607,3130
23,4.614214209960009,4.34779305752328e+80,3.436547876983371e+81,0.0,0.0,1.5,2.2404119260848826e-15,-1.4158013368638929,0.33513050664625943,3131
24,4.81056375080937,4.624870043028179e+80,3.692757088862533e+81,0.0,0.0,1.5,2.2232039324381466e-15,-1.4182209171593214,0.3395383261379177,3130
25,5.006913291658733,5.02946003983757e+80,4.009879089742076e+81,0.0,0.0,1.5,2.235596965781092e-15,-1.4160043344267002,0.3371921335950788,3130
26,5.203262832508095,5.577109169324876e+80,4.408214103563108e+81,0.0,0.0,1.5,2.2689976660875252e-15,-1.4136217833998446,0.3362659950210904,3131
27,5.399612373357457,5.528681499622042e+80,4.556074883939675e+81,0.0,0.0,1.5,2.310617714657521e-15,-1.4121412427745421,0.33498972584346925,3127
28,5.595961914206819,4.697465621443216e+79,3.68693814676026e+80,0.0,0.0,1.5,2.3642629378511355e-15,-1.4073532337674914,0.3346872944987884,3088
29,5.792311455056181,4.9952306864700997e+79,3.961201203327661e+80,0.0,0.0,1.4999999999999998,2.3916905259899553e-15,-1.4138093710292923,0.33926743331184384,3088
30,5.988660995905543,5.432220341045306e+79,4.301374956719681e+80,0.0,0.0,1.4999999999999998,2.380811059097794e-15,-1.4164195343435755,0.3380617194635268,3088
31,6.1850105367549055,6.023651816217957e+79,4.728648369122273e+80,0.0,0.0,1.5,2.4005365903941472e-15,-1.4219077203525734,0.3425031939634217,3089
