loop_index,completed_steps,physical_time,stage,operator_id,raw_transport_rms,real_compatible_transport_rms,transport_difference_rms,transport_difference_max_abs,transport_difference_relative,transport_cosine_similarity,raw_work,real_compatible_work,work_absolute_difference,work_relative_difference,work_sign_changed,near_zero_character_changed,material_real_work_change
3059,3060,15.3,1,SHADOW_PS_ADVECTIVE_RAW_V1,0.001159623668997323,0.0011596236689973233,6.151950506007906e-19,3.469446951953614e-18,5.305126715227565e-16,0.9999999999999999,1.0587911840678754e-21,1.4823076576950256e-21,4.235164736271502e-22,0.2857142857142857,False,False,False
3059,3060,15.3,1,SHADOW_PS_ADVECTIVE_PROJECTED_V1,0.0011596236689509027,0.0011596236689509027,4.153261847340984e-19,1.951563910473908e-18,3.581560085866813e-16,1.0,8.470329472543003e-22,1.0587911840678754e-21,2.117582368135751e-22,0.2,False,False,False
3059,3060,15.3,2,SHADOW_PS_ADVECTIVE_RAW_V1,0.0011602939892866385,0.0011602939892866385,5.891661443047743e-19,5.204170427930421e-18,5.077731589965403e-16,0.9999999999999999,-4.235164736271502e-22,0.0,4.235164736271502e-22,1.0,False,False,False
3059,3060,15.3,2,SHADOW_PS_ADVECTIVE_PROJECTED_V1,0.0011602939892398818,0.0011602939892398818,4.3576103530788425e-19,2.8731357570865868e-18,3.755608831459645e-16,0.9999999999999999,-2.8354427909337704e-19,-2.829090043829363e-19,6.352747104407253e-22,0.0022404779686333084,False,False,False
3059,3060,15.3,stage_weighted,SHADOW_PS_ADVECTIVE_RAW_V1,0.0011599588239830725,0.0011599588239830725,3.8020299431835315e-19,2.6020852139652106e-18,3.2777283680881894e-16,1.0,3.1763735522036263e-22,7.411538288475128e-22,4.235164736271502e-22,0.5714285714285714,False,False,False
3059,3060,15.3,stage_weighted,SHADOW_PS_ADVECTIVE_PROJECTED_V1,0.001159958823936484,0.001159958823936484,3.07766645954865e-19,1.734723475976807e-18,2.65325492253609e-16,1.0,-1.4134862307306137e-19,-1.4092510659943422e-19,4.235164736271502e-22,0.00299625468164794,False,False,False
