L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
0.00013946636859436253,0.0001785724849725756,0.00035464767290904753,1.1762314636487234,1.1762315395429848,0.00015181747002297968,True
