block_id,interval_start_time,physical_time,interval_duration,loop_index,completed_steps,energy,enstrophy,observed_energy_rate,mean_continuous_energy_rhs,energy_budget_residual,normalized_energy_budget_residual,observed_enstrophy_rate,absolute_observed_enstrophy_rate,mean_continuous_enstrophy_rhs,absolute_mean_continuous_enstrophy_rhs,enstrophy_budget_residual,normalized_enstrophy_budget_residual,energy_injection_rate,viscous_energy_dissipation_rate,enstrophy_injection_rate,viscous_enstrophy_dissipation_rate,mean_enstrophy_injection_rate,mean_viscous_enstrophy_dissipation_rate,stage1_advection_rms,stage2_advection_rms,max_stage_advection_rms,mask_removal_rms,vorticity_rms,maximum_absolute_vorticity,dominant_shell,tail_fraction_k_gt_4,high_k_fraction_k_ge_10,middle_k_fraction_5_le_k_le_9,low_k_fraction_k_le_4
1,11.005,11.505,0.5,2300,2301,0.00014968968306449694,0.0014600024570996582,2.4133417839726165e-05,2.4130398598596578e-05,3.019241129587183e-09,0.00011209997971770399,0.00023387257671153832,0.00023387257671153832,0.00023381675962004742,0.00023381675962004742,5.581709149090198e-08,0.00021117107256341626,2.7497727122289846e-05,2.9200049141993164e-06,0.00026981189593654816,3.1768593530309426e-05,0.0002643216744288671,3.0504914808819698e-05,0.0006685548702856811,0.0006690896413196802,0.0006690896413196802,9.31092561959113e-13,0.05403706981507525,0.1715617765553538,,,,,
1,11.505,12.005,0.5,2400,2401,0.00016220026326800764,0.0015811298460680118,2.5021160407021396e-05,2.501774172596695e-05,3.418681054445736e-09,0.00012183956672302625,0.00024225477793670715,0.00024225477793670715,0.00024218949492521967,0.00024218949492521967,6.528301148747543e-08,0.00023716313046263744,2.862002093597939e-05,3.162259692136024e-06,0.0002807206540439395,3.438496659973887e-05,0.0002752662749902438,3.307678006502415e-05,0.0007228647085388113,0.0007234162640143523,0.0007234162640143523,1.5337843282916556e-12,0.056233972757898085,0.1785165996816732,,,,,
1,12.005,12.505,0.5,2500,2501,0.0001751474710085065,0.0017063689353394168,2.5894415480997744e-05,2.589052862767524e-05,3.886853322502431e-09,0.00013321165505837153,0.00025047817854281004,0.00025047817854281004,0.00025040185349228697,0.00025040185349228697,7.632505052306872e-08,0.00026674145177782714,2.973603388218595e-05,3.4127378706788337e-06,0.0002915567330240515,3.708871348367814e-05,0.0002861386935339955,3.57368400417085e-05,0.000778823557132922,0.0007793913051863125,0.0007793913051863125,2.4826014901999825e-12,0.058418643177318264,0.18543101452631366,3,0.000396096506012097,3.1952800976232276e-08,0.0003960645532111208,0.999603903493988
1,12.505,13.005,0.5,2600,2601,0.00018852411668283386,0.001835640703082749,2.6753291348654694e-05,2.6748860188605487e-05,4.431160049207393e-09,0.00014628698596346016,0.0002585435354866645,0.0002585435354866645,0.0002584544253625791,0.0002584544253625791,8.911012408540676e-08,0.000300096838584999,3.084570577186935e-05,3.6712814061654984e-06,0.0003023190605736031,3.987822938881827e-05,0.0002969378967988273,3.8483471436248205e-05,0.0008363715854896895,0.0008369549214635646,0.0008369549214635646,3.952465741401308e-12,0.06059110005739703,0.19230512344309553,,,,,
1,13.005,13.505,0.5,2700,2701,0.0002023230620104233,0.0019688664531454093,2.7597890655178868e-05,2.7592831326706167e-05,5.0593284727011535e-09,0.00016113876898996056,0.0002664515001253205,0.0002664515001253205,0.0002663476873398527,0.0002663476873398527,1.038127854678314e-07,0.00033742393943887814,3.19489711939993e-05,3.937732906290819e-06,0.00031300648888484803,4.275194538992752e-05,0.00030766277472922554,4.13150873893729e-05,0.0008954476548654469,0.0008960459607589619,0.0008960459607589619,6.194774611397212e-12,0.06275135780436004,0.19913902332655142,,,,,
1,13.505,14.005,0.5,2800,2801,0.00021653721729571432,0.002105967764045138,2.8428310570582048e-05,2.842253119178349e-05,5.779378798556785e-09,0.00017784145655576217,0.0002742026217994577,0.0002742026217994577,0.0002740820070308746,0.0002740820070308746,1.2061476858309193e-07,0.00037891978398195604,3.304575962394878e-05,4.211935528090276e-06,0.0003236177977416616,4.5708327174832904e-05,0.0003183121433132548,4.423013628238021e-05,0.0009559892707141519,0.0009566019147818503,0.0009566019147818503,9.565526768609552e-12,0.06489942625393753,0.2059328065430713,,,,,
1,14.005,14.505,0.5,2900,2901,0.00023115953878288575,0.002246866440031611,2.924464297434287e-05,2.92380433873281e-05,6.599587014769241e-09,0.00019646962175403024,0.0002817973519729459,0.0002817973519729459,0.00028165764750883425,0.00028165764750883425,1.3970446411163111e-07,0.0004247824351486806,3.413599555886092e-05,4.493732880063222e-06,0.0003341516981308895,4.874587368004968e-05,0.0003288847479362755,4.722710042744129e-05,0.001017932550694884,0.0010185588872096783,0.0010185588872096783,1.4561767447775162e-11,0.06703531069565667,0.21268656191763893,,,,,
1,14.505,15.005,0.5,3000,3001,0.0002461830261117021,0.002391484464496444,3.004697465763275e-05,3.0039446214895005e-05,7.528442737744496e-09,0.00021709691396538594,0.0002892360489296659,0.0002892360489296659,0.000289074772601579,0.000289074772601579,1.6127632808686423e-07,0.00047520972449208653,3.52195986799852e-05,4.782968928992888e-06,0.0003446068363634942,5.186311561117595e-05,0.00033937926724719183,5.030449464561281e-05,0.0010812122098439259,0.001081851579039118,0.001081851579039118,2.1868177032622196e-11,0.06915901191452122,0.21940037577079224,3,0.0007558500009179354,1.6572484803806234e-07,0.0007556842760698973,0.9992441499990818
1,15.005,15.505,0.5,3100,3101,0.0002616007198829944,0.0025397439560091717,3.08353875425845e-05,3.0826812940381576e-05,8.57460220292643e-09,0.00023979507480254467,0.00029651898302545526,0.00029651898302545526,0.0002963334528032779,0.0002963334528032779,1.8553022217734742e-07,0.0005303980450218205,3.629648404178919e-05,5.079487912018344e-06,0.0003549817986953499,5.5058613841112326e-05,0.0003497943175294221,5.346086472614414e-05,0.0011457615643664346,0.0011464132925709059,0.0011464132925709059,3.241588944020585e-11,0.07127052625046586,0.2260743329996267,,,,,
1,15.505,16.005,0.4999999999999982,3200,3201,0.000277405699341991,0.002691567127254148,3.1609958917993345e-05,3.160021208135094e-05,9.746836642407736e-09,0.00026463300469126323,0.0003036463424899536,0.0003036463424899536,0.0003034336718042526,0.0003034336718042526,2.1267068570096376e-07,0.0005905411839419938,3.736656228743933e-05,5.383134254508296e-06,0.00036527511643236275,5.8330957678095184e-05,0.0003601284575638563,5.6694785759603755e-05,0.0012115125554076542,0.0012121759553872422,0.0012121759553872422,4.7455781407449554e-11,0.07336984567591986,0.23270851819599875,,,,,
1,16.005,16.505,0.5,3300,3301,0.00029359108018732987,0.002846876247138607,3.237076169067775e-05,3.235970771432976e-05,1.1053976347992164e-08,0.0002916758741637276,0.00031061823976891775,0.00031061823976891775,0.00031037533362938095,0.00031037533362938095,2.429061395367929e-07,0.0006558291817280681,3.8429739890005696e-05,5.693752494277214e-06,0.00037548527149899077,6.167876299449646e-05,0.00037038019396567676,6.000486033629582e-05,0.0012783957940362429,0.0012790701655528882,0.0012790701655528882,6.864878638391289e-11,0.07545695789174921,0.239303016794518,,,,,
1,16.505,17.005,0.5,3400,3401,0.00031015001251312826,0.0030055936063354454,3.311786465159678e-05,3.3105359800772146e-05,1.2504850824637294e-08,0.0003209842780159683,0.00031743471839367713,0.00031743471839367713,0.00031715827037068835,0.00031715827037068835,2.7644802298878004e-07,0.0007264472089028415,3.94859194184867e-05,6.011187212670891e-06,0.0003856107024432906,6.510067020640816e-05,0.0003805479869711407,6.33897166004523e-05,0.0013463406285109407,0.0013470252591093834,0.0013470252591093834,9.817580189846997e-11,0.07753184644177444,0.2458579162424664,,,,,
1,17.005,17.505,0.5,3500,3501,0.00032707567889094956,0.003167641486515112,3.385133275564259e-05,3.383722453012925e-05,1.410822551333932e-08,0.00035261343274437993,0.0003240957603593336,0.0003240957603593336,0.0003237822504945231,0.0003237822504945231,3.135098648104689e-07,0.0008025744536627028,4.053499982747292e-05,6.335282973030225e-06,0.0003956498108454302,6.859534209326632e-05,0.0003906302566443604,6.684800614983724e-05,0.001415275234705524,0.0014159694007352015,0.0014159694007352015,1.3886994969038047e-10,0.07959449084597642,0.25237330718341466,3,0.0012778381124768001,6.803660163911773e-07,0.0012771577464604088,0.9987221618875233
