phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,5.8964064437089745e-08,5.0946595029230054e-08,0.0,0.0,1.5,5.266250202865052e-16,-0.34344066218647573,0.021180307848790127,16
1,0.2945243112740431,3.773151839507933e-07,1.324785468779007e-07,0.0,0.0,1.5,3.802952790799786e-16,-0.3779757049953326,0.005117018312625226,15
2,0.4908738521234052,9.783164745125312e-07,2.1405284070430974e-07,0.0,0.0,1.5,2.749530325049722e-16,-0.3917222080577728,0.003086722001027549,15
3,0.6872233929727672,1.8565863226265173e-06,2.915330859494937e-07,0.0,0.0,1.5,4.6927994776487e-16,-0.40074884799608806,0.002194442870514483,15
4,0.8835729338221293,3.035720841882515e-06,3.884478912414528e-07,0.0,0.0,1.5,5.382005793715205e-16,-0.4076074310550712,0.0017825207672429403,16
5,1.0799224746714913,4.4542959668666086e-06,4.259785848573432e-07,0.0,0.0,1.5000000000000002,4.213000162292041e-16,-0.41296060795513856,0.0013282880192020338,15
6,1.2762720155208536,6.018075829471698e-06,4.731207561867416e-07,0.0,0.0,1.5,3.6259732146947156e-16,-0.41714255853867804,0.0010906820329945575,15
7,1.4726215563702154,7.720606170459892e-06,5.056150320086612e-07,0.0,0.0,1.5,3.802952790799786e-16,-0.42060099500841286,0.0009078972308944716,15
8,1.6689710972195777,9.508102669474035e-06,5.218624112091363e-07,0.0,0.0,1.4999999999999998,4.931856774513482e-16,-0.42348987214900574,0.0007605353393050988,15
9,1.8653206380689396,1.1382191642287821e-05,5.552649760401263e-07,0.0,0.0,1.4999999999999996,4.440892098500626e-16,-0.4259822632309404,0.0006758943151113403,16
10,2.061670178918302,1.321780652973265e-05,5.001798604794207e-07,0.0,0.0,1.4999999999999998,4.1342455514626353e-16,-0.4280565537441198,0.0005240433150126332,15
11,2.2580197197676637,1.4893280785352649e-05,4.627714591314164e-07,0.0,0.0,1.4999999999999998,3.6259732146947156e-16,-0.4297102703424346,0.0004302317644599674,15
12,2.454369260617026,1.640975755108141e-05,4.0881505986721594e-07,0.0,0.0,1.4999999999999998,5.285718846720614e-16,-0.43105364912875976,0.000344903237326452,15
13,2.650718801466388,1.7712289349001254e-05,3.398752026990746e-07,0.0,0.0,1.5000000000000002,4.094300213216723e-16,-0.43211172956914035,0.00026563114275426805,15
14,2.84706834231575,1.8780302929982476e-05,2.7230553507449717e-07,0.0,0.0,1.5,3.640109616122045e-16,-0.4329225382553252,0.0002007323327479668,16
15,3.043417883165112,1.9527685247939698e-05,1.599603584300107e-07,0.0,0.0,1.4999999999999998,4.657646926676369e-16,-0.43346321991929726,0.00011338410294687059,15
16,3.2397674240144743,1.9843941656135293e-05,3.584898563468441e-08,0.0,0.0,1.5000000000000007,3.1401849173675503e-16,-0.4336858400755035,2.4986772552020675e-05,6
