L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
1.2794154700603252e-09,1.5316384659309008e-09,3.608834786561488e-09,1.1762314636487234,1.1762314630717323,1.3021573672070365e-09,True
