L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
6.119563716096449e-16,7.861840858770107e-16,2.4424906541753444e-15,0.999982000161999,0.9999820001619993,7.861982373179191e-16,True
