L1_mean,L2_rms,Linf,exact_L2_rms,numerical_L2_rms,relative_L2,finite
0.06992623340448208,0.08955452032487404,0.17773869592451086,0.5134898976610932,0.4255866333524379,0.17440366545240318,True
