phase,test,N,Re,dt,steps,log_every,method,global_checks,baseline_import_ok,selectable_import_ok,supported_methods_ok,default_method_ok,selectable_method_ok,rhs_method_exists,step_method_exists,diagnostic_run_exists,run_disabled,spectral_solver_no_diff,advection_operators_no_diff,same_grid_shape,same_dx,same_dt,same_nu,same_dealias_mask,same_forcing,baseline_final_finite,selectable_final_finite,baseline_final_real,selectable_final_real,final_shapes_match,initial_w_unchanged,baseline_solver_w_unchanged,selectable_solver_w_unchanged,field_max_abs_diff,field_l2_diff,field_relative_l2_diff,energy_relative_difference,enstrophy_relative_difference,rms_relative_difference,spectrum_relative_l2_difference,spectrum_energy_sum_relative_difference,baseline_dominant_shell,selectable_dominant_shell,field_max_abs_pass,field_l2_pass,field_relative_l2_pass,energy_relative_pass,enstrophy_relative_pass,rms_relative_pass,spectrum_relative_l2_pass,dominant_shell_matches,output_keys_present,output_files_exist,metadata_method_ok,metadata_diagnostic_method_ok,metadata_run_enabled_false,metadata_run_method_enabled_false,metadata_production_ready_false,metadata_turbulence_false,metadata_k_minus_3_false,summary_method_ok,summary_production_ready_false,summary_turbulence_false,summary_k_minus_3_false,diagnostics_rows_ok,diagnostics_steps_ok,spectrum_columns_ok,spectrum_file_finite,spectrum_file_nonnegative,equivalence_checks,overall_result
11M,fd_centered_diagnostic_run_loop_equivalence,64,1000,0.001,20,1,fd_centered,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
