run_id,run_folder,status,git_commit,git_dirty,mode,Re,nx,ny,dt,steps,forcing,forcing_type,base_single_mode_rms,matched_multimode_rms,diagnostic_rows,actual_diagnostic_steps,expected_diagnostic_steps,expected_steps_match,diagnostics_finite,energy_nonnegative,enstrophy_nonnegative,E_k4_nonnegative,spectrum_rows,spectrum_finite,spectrum_nonnegative,mode_counts_positive,final_energy,final_enstrophy,final_E_k4_diag,sum_spectrum_Ek,energy_spectrum_relative_error,energy_spectrum_check,spectrum_E_k4,E_k4_relative_error,E_k4_check,peak_k,peak_fraction,k3_fraction,k4_fraction,kge5_fraction,peak_k_expected,k4_meaningful_gt_1pct,single_shell_broken,low_k_broadening_reproduced,overall_result
run_2026-07-02_21-57-26,experiments\runs\run_2026-07-02_21-57-26,completed,4173531876fafa86d7ebc7af27dde6c49faefc84,False,phase7D_multimode_smoke,1000,64,64,0.005,1001,phase6D_rms_matched_deterministic_low_k_multimode,rms_matched_deterministic_low_k_multimode,0.005,0.005,3,"[0, 500, 1000]","[0, 500, 1000]",PASS,PASS,PASS,PASS,PASS,45,PASS,PASS,PASS,3.016811179390772e-05,0.0002963990690099,3.743865030854089e-06,3.016811179390772e-05,0.0,PASS,3.743865030854089e-06,0.0,PASS,3,0.8758728449890438,0.8758728449890438,0.12410007813648256,1.2649008405310041e-05,PASS,PASS,PASS,PASS,PASS
