run_id,run_folder,status,git_commit,git_dirty,mode,Re,nu,nx,ny,dt,steps,forcing,initial_condition,mode_kx,mode_ky,k_squared,comparison_intervals,comparison_time,diagnostic_rows,actual_diagnostic_steps,expected_diagnostic_steps,expected_steps_match,initial_energy,final_energy,measured_energy_ratio,expected_energy_ratio,energy_ratio_relative_error,phase8A_measured_energy_ratio,phase8A_energy_ratio_relative_error,energy_ratio_matches_8A,energy_error_consistent_with_8A,energy_decreases,energy_decay_matches_theory,initial_enstrophy,final_enstrophy,measured_enstrophy_ratio,expected_enstrophy_ratio,enstrophy_ratio_relative_error,phase8A_measured_enstrophy_ratio,phase8A_enstrophy_ratio_relative_error,enstrophy_ratio_matches_8A,enstrophy_error_consistent_with_8A,enstrophy_decreases,enstrophy_decay_matches_theory,sum_spectrum_Ek,energy_spectrum_relative_error,energy_spectrum_check,peak_k,peak_fraction,k3_fraction,k4_fraction,kge4_fraction,peak_k_expected,single_shell_preserved,initial_Z_over_E,final_Z_over_E,Z_over_E_expected,Z_over_E_relation_check,overall_result
run_2026-07-11_17-53-38,experiments\runs\run_2026-07-11_17-53-38,completed,b7e51da9a538e93ef3294f0cbb721d47560f4c39,False,phase8C_no_forcing_single_mode_decay_N128,1000,0.001,128,128,0.005,1001,zero_forcing_override,single_fourier_mode,2,2,8.0,1000,5.0,3,"[0, 500, 1000]","[0, 500, 1000]",PASS,1.5623750049999017e-06,1.4422539063325646e-06,0.9231163464066396,0.9231163463866358,2.1669952561517903e-11,0.923116346406448,2.146248849429688e-11,PASS,PASS,PASS,PASS,1.2499000039999203e-05,1.153803125066051e-05,0.9231163464066399,0.9231163463866358,2.1670193099566854e-11,0.923116346406448,2.1462368225272406e-11,PASS,PASS,PASS,PASS,1.442253906332564e-06,4.404735585401419e-16,PASS,3,1.0,1.0,3.4335414933034856e-32,5.624338487657276e-28,PASS,PASS,7.999999999999994,7.999999999999996,8.0,PASS,PASS
