run_id,run_folder,status,git_commit,git_dirty,mode,Re,nx,ny,dt,steps,forcing,diagnostic_rows,actual_diagnostic_steps,expected_diagnostic_steps,expected_steps_match,diagnostics_finite,energy_nonnegative,enstrophy_nonnegative,E_k4_nonnegative,spectrum_rows,spectrum_finite,spectrum_nonnegative,mode_counts_positive,final_energy,final_enstrophy,final_E_k4_diag,sum_spectrum_Ek,energy_spectrum_relative_error,energy_spectrum_check,spectrum_E_k4,E_k4_relative_error,E_k4_check,peak_k,peak_fraction,k3_fraction,k4_fraction,kge5_fraction,peak_k_expected,single_shell_expected,overall_result
run_2026-07-02_14-48-55,experiments\runs\run_2026-07-02_14-48-55,completed,7e860779bd863eeb942976448e41a7d516eee24a,False,phase7B_reproducibility_smoke,1000,64,64,0.005,1001,default_solver_forcing,3,"[0, 500, 1000]","[0, 500, 1000]",PASS,PASS,PASS,PASS,PASS,45,PASS,PASS,PASS,3.7609456671298174e-05,0.0003008756533703,9.912415967546596e-37,3.760945667129817e-05,1.801744608346267e-16,PASS,9.912415967546596e-37,0.0,PASS,3,1.0,1.0,2.635617965497306e-32,5.243426918251099e-29,PASS,PASS,PASS
