run,output_dir,saved_index,step,peak_k,masked_kmin,masked_kmax,fit_kmin,fit_kmax,fit_points,residual_energy,masked_slope,masked_r_squared
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,31,31000,3.0,2.0,4.0,9,41,33,1.343454025085997e-12,-2.6352992691860786,0.9567196373098634
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,32,32000,3.0,2.0,4.0,9,41,33,1.3317419334140344e-12,-2.678644839759406,0.9571956108149066
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,33,33000,3.0,2.0,4.0,9,41,33,1.3201079862132856e-12,-2.722042898113081,0.9574039477332439
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,34,34000,3.0,2.0,4.0,9,41,33,1.3085396009103809e-12,-2.764828850418432,0.9576415862670825
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,35,35000,3.0,2.0,4.0,9,41,33,1.2970256024492071e-12,-2.8065270975084275,0.9582016952202913
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,36,36000,3.0,2.0,4.0,9,41,33,1.2855561169490683e-12,-2.847509932595557,0.9590513080281282
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,37,37000,3.0,2.0,4.0,9,41,33,1.2741224778703717e-12,-2.8882861778056164,0.9598620795188659
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,38,38000,3.0,2.0,4.0,9,41,33,1.2627171300096857e-12,-2.9266859304286426,0.9610252444389292
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,39,39000,3.0,2.0,4.0,9,41,33,1.2513335102231113e-12,-2.959348498704993,0.963269901488695
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,40,40000,3.0,2.0,4.0,9,41,33,1.2399658767302745e-12,-2.987436850687451,0.9657716810437502
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,41,41000,3.0,2.0,4.0,9,41,33,1.2286090527667554e-12,-3.0156145447178067,0.9671792218559981
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,42,42000,3.0,2.0,4.0,9,41,33,1.2172580485476462e-12,-3.0478889178707114,0.967045919686855
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,43,43000,3.0,2.0,4.0,9,41,33,1.2059075312746157e-12,-3.0845679235267984,0.9658554112040199
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,44,44000,3.0,2.0,4.0,9,41,33,1.1945511296053127e-12,-3.1209782026158077,0.9644167081678068
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,45,45000,3.0,2.0,4.0,9,41,33,1.183180587574738e-12,-3.1511053185325903,0.9632287430015481
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,46,46000,3.0,2.0,4.0,9,41,33,1.1717848206246347e-12,-3.1736461240892906,0.9627100213542737
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,47,47000,3.0,2.0,4.0,9,41,33,1.1603489676885146e-12,-3.1949865220291933,0.9626129105662945
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,48,48000,3.0,2.0,4.0,9,41,33,1.1488535704095583e-12,-3.2216183136520304,0.9621097261464328
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,49,49000,3.0,2.0,4.0,9,41,33,1.1372740336117733e-12,-3.251674366149554,0.9607418820523015
