phase,test,method,N,Re,dt,steps,final_time,log_every,elapsed_seconds,global_checks,run_checks,baseline_import_ok,selectable_import_ok,method_supported,default_method_ok,selected_method_ok,rhs_method_exists,step_method_exists,diagnostic_run_exists,run_disabled,spectral_solver_no_diff,advection_operators_no_diff,selectable_solver_no_diff,N_ok,shape_ok,Re_ok,dt_ok,steps_ok,final_time_ok,log_every_ok,initial_rms_ok,initial_rms,initial_energy,initial_enstrophy,final_rms,final_energy,final_enstrophy,final_max_abs,rms_ratio,energy_ratio,enstrophy_ratio,rms_ratio_ok,energy_ratio_ok,enstrophy_ratio_ok,dominant_shell,low_k_fraction_k_le_4,high_k_fraction_k_ge_10,spectrum_energy_sum,spectrum_direct_relative_error,spectrum_direct_relative_error_ok,diagnostics_columns_ok,diagnostics_rows_ok,diagnostics_steps_ok,diagnostics_step0_present,diagnostics_final_step_present,diagnostics_numeric_finite,diagnostics_finite_flags_ok,diagnostics_real_flags_ok,diagnostics_time_monotone,diagnostics_min_rms,diagnostics_max_rms,diagnostics_min_energy,diagnostics_max_energy,diagnostics_min_enstrophy,diagnostics_max_enstrophy,final_w_exists,final_w_finite,final_w_real,final_w_shape_ok,initial_w_unchanged,solver_w_unchanged,output_keys_present,output_files_exist,initial_state_matches,final_state_matches,spectrum_columns_ok,spectrum_file_finite,spectrum_file_nonnegative,metadata_method_ok,metadata_diagnostic_method_ok,metadata_run_enabled_false,metadata_run_method_enabled_false,metadata_production_ready_false,metadata_turbulence_false,metadata_k_minus_3_false,summary_method_ok,summary_production_ready_false,summary_turbulence_false,summary_k_minus_3_false,overall_result,run_path
12C,N256_fd_centered_controlled_selectable_diagnostic_feasibility,fd_centered,256,1000,0.001,100,0.1,10,2.701133399968967,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.01,5.059681223643772e-06,4.9999999999999996e-05,0.010343688805069359,5.500504856169331e-06,5.349594904805858e-05,0.03282398370788047,1.0343688805069358,1.0871247837641629,1.0699189809611718,PASS,PASS,PASS,3.0,0.9999999914418163,7.610056746064595e-18,5.5005048561693294e-06,3.079837103695213e-16,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.01,0.0103436888050693,5.059681223643772e-06,5.500504856169331e-06,5e-05,5.349594904805858e-05,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,experiments\selectable_diagnostics\phase12C_N256_fd_centered_feasibility
