phase,test_type,method_a,method_b,pair,N,Re,dt,steps,final_time,field_max_abs_difference,field_l2_difference,field_relative_l2_difference,energy_relative_difference,enstrophy_relative_difference,rms_relative_difference,spectrum_relative_l2_difference,spectrum_energy_sum_relative_difference,spectrum_cosine_similarity,dominant_shell_a,dominant_shell_b,dominant_shell_matches,spectra_same_length,spectra_same_k_bins,metrics_finite,pairwise_result
12F,pairwise_comparison,pseudo_spectral,fd_centered,pseudo_spectral vs fd_centered,256,1000,0.001,100,0.1,2.1906115631534218e-08,5.988103166699917e-09,5.78913700861263e-07,4.2722576351328883e-11,1.0583171847949872e-10,5.291585677271929e-11,1.6708873817571717e-10,4.272288433503927e-11,1.0,3.0,3.0,PASS,PASS,PASS,PASS,PASS
12F,pairwise_comparison,arakawa,fd_centered,arakawa vs fd_centered,256,1000,0.001,100,0.1,1.006176208670495e-08,3.355046297349202e-09,3.2435684798492014e-07,4.356660570959656e-11,1.0631660635303495e-10,5.315836311581742e-11,8.799464207476427e-11,4.356675970145176e-11,0.9999999999999999,3.0,3.0,PASS,PASS,PASS,PASS,PASS
12F,pairwise_comparison,arakawa,pseudo_spectral,arakawa vs pseudo_spectral,256,1000,0.001,100,0.1,2.7273216482090468e-08,6.894192154124077e-09,6.665119460196928e-07,8.440293583037323e-13,4.848878735875477e-13,2.42506343110965e-13,1.610053590211115e-10,8.438753664485414e-13,1.0,3.0,3.0,PASS,PASS,PASS,PASS,PASS
