run,start_index,end_index,n_snapshots,start_step,end_step,score,mean_slope,slope_std,mean_r2,mean_cv,cv_std,mean_plateau_width,slope_drift_per_index,cv_drift_per_index,peak_fraction_mean,peak_fraction_start,peak_fraction_end,peak_fraction_change_factor,midrange_fraction_mean,midrange_fraction_start,midrange_fraction_end,midrange_fraction_change_factor,high_k_fraction_mean,high_k_fraction_start,high_k_fraction_end,high_k_fraction_change_factor,total_energy_mean,total_energy_start,total_energy_end,total_energy_change_factor,residual_energy_mean,residual_energy_start,residual_energy_end,residual_energy_change_factor
nu_5e-05_f_0.01_m_2,38,43,6,38000,43000,0.3236295246979595,-3.0035904443227337,0.052910110067137806,0.9650245632863745,0.2432632815311125,0.008396425671812714,32.0,0.03094882620052244,0.0039763113576880655,0.9999999980450882,0.9999999977444414,0.9999999983160514,1.00000000057161,5.354679040323589e-10,6.321325188995265e-10,4.4722424923597565e-10,0.7074849590312868,6.584830233185855e-12,8.17886300745005e-12,5.309185071842065e-12,0.6491348573763832,0.0006367010258977931,0.000559824511609259,0.0007161190190355757,1.2791848234316072,1.234298524925348e-12,1.2627171300096857e-12,1.2059075312746157e-12,0.9550100355931386
