run_label,parameters,output_folder,analysis_folder,best_window,best_window_mean_slope,best_window_mean_r_squared,best_window_mean_cv,best_window_total_energy_pct_change,final_total_energy,final_total_energy_relative_to_run004,final_total_energy_relative_to_run009,final_peak_fraction,leave_one_shell_out_range,loo_min_r_squared,signal_floor_final_fit_to_tail,interpretation_label,missing_fields
Run 004,"N=256, dt=0.0005, nu=5e-05, f=0.01, m=2, no drag",outputs_spectra_refined/nu_5e-05_f_0.01_m_2,root validation artifacts,38:43,-3.003590444322734,0.9650245632863745,0.24326328153111257,27.91848234316073,0.0009287901037091062,1.0,2.2776531916406646,0.9999999987755319,"[-3.0778, -2.9517]",0.9564922805396548,3.654717866340319e+24,Cleanest residual reference; severe low-k domination.,
Run 009,"N=256, dt=0.0005, nu=5e-05, f=0.01, m=3, no drag",outputs_forcing_redesign/f_0.01_m3_nodrag,outputs_forcing_redesign/analysis_f_0.01_m3_nodrag,40:44,-3.0116326558920257,0.9618949509669971,0.23660222693773858,20.782488695996577,0.00040778381323280813,0.4390484045903708,1.0,0.9999999963970018,"[-3.1034, -2.9560]",0.9590383594124195,446658619738615.06,Clean m=3 residual shape; weak stationarity.,
Run 011,"N=256, dt=0.0005, nu=5e-05, f=0.01, m=3, lowk_drag_alpha=0.10, lowk_drag_kmax=5",outputs_combined_strategy/f_0.01_m3_lowkdrag_0.10_k5,outputs_combined_strategy/analysis_f_0.01_m3_lowkdrag_0.10_k5,37:41,-3.0003771807084405,0.9448105938430944,0.3022315368969485,6.79705847767865,5.7182094978039785e-05,0.061566219051736384,0.14022649532043568,0.9999999919047584,"[-3.0694, -2.9244]",0.9420557955696813,540129389983289.25,Strongest stationarity control among listed combined cases; residual quality degraded.,
Run 012,"N=256, dt=0.0005, nu=5e-05, f=0.01, m=3, lowk_drag_alpha=0.05, lowk_drag_kmax=5",outputs_combined_strategy/f_0.01_m3_lowkdrag_0.05_k5,outputs_combined_strategy/analysis_f_0.01_m3_lowkdrag_0.05_k5,38:42,-3.0216896413670873,0.9504038331425271,0.2860199216216808,12.225739035561089,0.0001361327537954897,0.14656998739741742,0.33383559959445974,0.9999999960980323,"[-3.0992, -2.9695]",0.94800116111166,477381921771705.75,Previous best balanced combined-strategy case before Run 013.,
Run 013,"N=256, dt=0.0005, nu=5e-05, f=0.01, m=3, lowk_drag_alpha=0.075, lowk_drag_kmax=5",outputs_combined_strategy/f_0.01_m3_lowkdrag_0.075_k5,outputs_combined_strategy/analysis_f_0.01_m3_lowkdrag_0.075_k5,37:41,-2.9915651094553577,0.9465986379341184,0.29621687865564444,9.378733108192153,8.592314497293306e-05,0.09251083170438677,0.2107075910928289,0.9999999944607407,"[-3.0624, -2.9277]",0.9441114289917079,491226227784781.0,Current best balanced combined-strategy case.,
