run_id,run_folder,status,git_commit,git_dirty,mode,Re,nu,nx,ny,dt,steps,forcing,initial_condition,target_initial_rms,comparison_time,actual_diagnostic_steps,expected_diagnostic_steps,initial_energy,initial_enstrophy,initial_sum_spectrum,initial_energy_spectrum_relative_error,initial_peak_k,initial_peak_fraction,initial_field_rms,logged_step0_energy,logged_step0_enstrophy,final_energy,final_enstrophy,final_E_k4,final_sum_spectrum,final_energy_spectrum_relative_error,final_peak_k,final_peak_fraction,k3_fraction,k4_fraction,kge5_fraction,energy_change_initial_to_final,enstrophy_change_initial_to_final,energy_change_logged_step0_to_final,enstrophy_change_logged_step0_to_final,energy_abs_drift_lt_1e_minus_3,enstrophy_abs_drift_lt_1e_minus_3,energy_not_growing_materially,enstrophy_not_growing_materially,logged_energy_monotonic_nonincreasing,logged_enstrophy_monotonic_nonincreasing,overall_result
run_2026-07-12_00-38-33,experiments\runs\run_2026-07-12_00-38-33,completed,598b7aa0415f5b16c44cc5f5b01aa98adc6c6995,False,phase9A3_nonlinear_no_forcing_drift,1000000,1e-06,64,64,0.001,1001,zero_forcing_override,phase6d_like_multimode_vorticity,0.01,1.0,"[0, 500, 1000]","[0, 500, 1000]",5.059681223643773e-06,5e-05,5.059681223643772e-06,1.6740836226917517e-16,3,0.8705325610962,0.01,5.0596811236440985e-06,4.999999889308201e-05,5.059581449560144e-06,4.999889986756144e-05,6.55031823182045e-07,5.059581449560143e-06,3.348233270670788e-16,3,0.8705346495963281,0.8705346495963281,0.12946363838830788,8.352106665702604e-07,-1.9719440656187228e-05,-2.2002648771278803e-05,-1.969967701885569e-05,-2.1980510898088134e-05,PASS,PASS,PASS,PASS,PASS,PASS,PASS
