run_id,run_folder,reference_run_folder,strict_phase9A4_original_result,strict_failure_preserved,metadata_ok,steps_ok,finite_ok,nonnegative_ok,initial_energy,final_energy,initial_enstrophy,final_enstrophy,final_E_k4,initial_energy_spectrum_relative_error,final_energy_spectrum_relative_error,energy_spectrum_ok,energy_change,enstrophy_change,drift_small_ok,peak_k,peak_fraction,k3_fraction,k4_fraction,kge5_fraction,spectrum_shape_ok,final_energy_relative_diff_vs_9A3,final_enstrophy_relative_diff_vs_9A3,final_E_k4_relative_diff_vs_9A3,energy_drift_abs_diff_vs_9A3,enstrophy_drift_abs_diff_vs_9A3,k3_fraction_abs_diff_vs_9A3,k4_fraction_abs_diff_vs_9A3,kge5_fraction_abs_diff_vs_9A3,robust_9A3_comparison_ok,overall_result
run_2026-07-12_00-45-24,experiments\runs\run_2026-07-12_00-45-24,experiments\runs\run_2026-07-12_00-38-33,FAIL,PASS,PASS,PASS,PASS,PASS,5.059681223643773e-06,5.059581499235552e-06,5e-05,4.9998900413146e-05,6.550318432648888e-07,1.6740836226917517e-16,0.0,PASS,-1.9709622763432495e-05,-2.1991737080077596e-05,PASS,3,0.8705346486079141,0.8705346486079141,0.12946364108649244,8.343765062185498e-07,PASS,9.81808626550864e-09,1.0911931173527651e-08,3.065933972342382e-08,9.817892754733032e-09,1.0911691201206247e-08,9.884140172999878e-10,2.6981846479312566e-09,8.341603517106228e-10,PASS,PASS
