phase,test_type,method,N,Re,dt,steps,final_time,log_every,elapsed_seconds,initial_rms,initial_energy,initial_enstrophy,run_disabled,final_w_exists,final_w_finite,final_w_real,final_w_shape_ok,solver_w_unchanged,initial_w_unchanged,output_keys_present,output_files_exist,initial_state_matches,final_state_matches,diagnostics_columns_ok,diagnostics_rows_ok,diagnostics_steps_ok,diagnostics_step0_present,diagnostics_final_step_present,diagnostics_numeric_finite,diagnostics_finite_flags_ok,diagnostics_real_flags_ok,diagnostics_time_monotone,spectrum_columns_ok,spectrum_file_finite,spectrum_file_nonnegative,metadata_method_ok,metadata_diagnostic_method_ok,metadata_run_enabled_false,metadata_run_method_enabled_false,metadata_production_ready_false,metadata_turbulence_false,metadata_k_minus_3_false,summary_method_ok,summary_production_ready_false,summary_turbulence_false,summary_k_minus_3_false,final_rms,final_energy,final_enstrophy,final_max_abs,rms_ratio,energy_ratio,enstrophy_ratio,rms_ratio_ok,energy_ratio_ok,enstrophy_ratio_ok,diagnostics_min_rms,diagnostics_max_rms,diagnostics_min_energy,diagnostics_max_energy,diagnostics_min_enstrophy,diagnostics_max_enstrophy,spectrum_energy_sum,spectrum_direct_relative_error,spectrum_direct_relative_error_ok,dominant_shell,low_k_fraction_k_le_4,high_k_fraction_k_ge_10,method_result,run_path
12I,method_audit,fd_centered,256,1000,0.001,500,0.5,50,12.955099300015718,0.01,5.059681223643772e-06,4.9999999999999996e-05,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.011822625239726114,7.564604817663821e-06,6.988723377950447e-05,0.03661881642523768,1.1822625239726114,1.495075377933811,1.3977446755900895,PASS,PASS,PASS,0.01,0.0118226252397261,5.059681223643772e-06,7.564604817663821e-06,5e-05,6.988723377950447e-05,7.564604817663818e-06,3.359195758421217e-16,PASS,3.0,0.9999998158271421,3.879018692225557e-15,PASS,experiments\selectable_diagnostics\phase12I_N256_fd_centered
12I,method_audit,pseudo_spectral,256,1000,0.001,500,0.5,50,16.82911819999572,0.01,5.059681223643772e-06,4.9999999999999996e-05,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.011822625224318402,7.564604809935538e-06,6.988723359734487e-05,0.036618816417273145,1.1822625224318402,1.4950753764063862,1.3977446719468976,PASS,PASS,PASS,0.01,0.0118226252243184,5.059681223643772e-06,7.564604809935538e-06,5e-05,6.988723359734487e-05,7.564604809935537e-06,1.1197319206176988e-16,PASS,3.0,0.9999998150230753,3.941479409825258e-15,PASS,experiments\selectable_diagnostics\phase12I_N256_pseudo_spectral
12I,method_audit,arakawa,256,1000,0.001,500,0.5,50,10.461794100003317,0.01,5.059681223643772e-06,4.9999999999999996e-05,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.01182262522403884,7.564604809323082e-06,6.98872335940397e-05,0.036618811334761844,1.1822625224038839,1.49507537628534,1.3977446718807942,PASS,PASS,PASS,0.01,0.0118226252240388,5.059681223643772e-06,7.564604809323082e-06,5e-05,6.98872335940397e-05,7.564604809323079e-06,3.359195762125069e-16,PASS,3.0,0.9999998161764584,3.845936389409879e-15,PASS,experiments\selectable_diagnostics\phase12I_N256_arakawa
