method,N,Re,nu,dt,steps,final_time,forcing_shape_ok,forcing_finite,forcing_real,forcing_nonzero,forcing_max_nonzero,forcing_rms,forcing_l2,forcing_max_abs,initial_rms,final_rms,final_rms_ratio,initial_energy,final_energy,relative_energy_change,final_energy_ratio,initial_enstrophy,final_enstrophy,relative_enstrophy_change,final_enstrophy_ratio,initial_max_abs_vorticity,final_max_abs_vorticity,finite_throughout,real_throughout,input_not_mutated_each_step,solver_w_unchanged,run_disabled,metadata_method_ok,metadata_run_disabled_ok,metadata_no_turbulence_claim,metadata_no_k_minus_3_claim,final_rms_nonexplosive,final_energy_nonexplosive,final_enstrophy_nonexplosive,energy_monotone_nonincreasing_logged,enstrophy_monotone_nonincreasing_logged,overall_result
fd_centered,64,1000000,1e-06,0.001,1000,1.0,PASS,PASS,PASS,PASS,PASS,0.005,0.005,0.01,0.01,0.013953938098726294,1.3953938098726293,5.059681223643773e-06,1.0979242663457463e-05,1.1699475081852422,2.1699475081852424,5e-05,9.735619423154259e-05,0.9471238846308516,1.9471238846308516,0.031829093294364445,0.041637048113051425,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS
pseudo_spectral,64,1000000,1e-06,0.001,1000,1.0,PASS,PASS,PASS,PASS,PASS,0.005,0.005,0.01,0.01,0.013953937036691065,1.3953937036691064,5.059681223643773e-06,1.0979242015530884e-05,1.1699473801284437,2.169947380128444,5e-05,9.73561794119693e-05,0.9471235882393858,1.9471235882393858,0.031829093294364445,0.04163705141431055,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS
arakawa,64,1000000,1e-06,0.001,1000,1.0,PASS,PASS,PASS,PASS,PASS,0.005,0.005,0.01,0.01,0.013953936990300486,1.3953936990300486,5.059681223643773e-06,1.0979241934584279e-05,1.169947364130083,2.169947364130083,5e-05,9.735617876463808e-05,0.9471235752927616,1.9471235752927616,0.031829093294364445,0.04163685012258074,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS
