run_folder,rows,first_step,last_step,cadence,finite_values,steps_increasing,cadence_consistent,energy_nonnegative,enstrophy_nonnegative,E_k4_nonnegative,initial_energy,final_energy,min_energy,max_energy,energy_ratio_final_over_initial,initial_enstrophy,final_enstrophy,min_enstrophy,max_enstrophy,enstrophy_ratio_final_over_initial,initial_E_k4,final_E_k4,min_E_k4,max_E_k4,E_k4_ratio_final_over_initial,large_negative_energy_jump_check,large_negative_enstrophy_jump_check,overall_result
experiments\runs\run_2026-07-01_01-53-34,20,0,9500,500,PASS,PASS,PASS,PASS,PASS,PASS,3.1621445169393235e-11,0.0017634015824385,3.1621445169393235e-11,0.0017634015824385,55766002.24917351,3.1248270455887393e-10,0.0159971695271677,3.1248270455887393e-10,0.0159971695271677,51193775.82753135,4.093773907978233e-12,0.0001023175258923,4.093773907978233e-12,0.0001023175258923,24993448.14643927,PASS,PASS,PASS
