run_id,run_folder,status,git_commit,git_dirty,mode,Re,nu,nx,ny,dt,steps,forcing,initial_condition,target_initial_rms,comparison_time,actual_diagnostic_steps,expected_diagnostic_steps,initial_energy,initial_enstrophy,initial_sum_spectrum,initial_energy_spectrum_relative_error,initial_peak_k,initial_peak_fraction,initial_field_rms,logged_step0_energy,logged_step0_enstrophy,final_energy,final_enstrophy,final_E_k4,final_sum_spectrum,final_energy_spectrum_relative_error,final_peak_k,final_peak_fraction,k3_fraction,k4_fraction,kge5_fraction,energy_change_initial_to_final,enstrophy_change_initial_to_final,energy_change_logged_step0_to_final,enstrophy_change_logged_step0_to_final,reference_9A3_final_energy,reference_9A3_final_enstrophy,reference_9A3_final_E_k4,reference_9A3_energy_change_initial_to_final,reference_9A3_enstrophy_change_initial_to_final,final_energy_matches_9A3,final_enstrophy_matches_9A3,final_E_k4_matches_9A3,energy_drift_consistent_with_9A3,enstrophy_drift_consistent_with_9A3,energy_drift_not_worse_than_9A3,enstrophy_drift_not_worse_than_9A3,k3_fraction_matches_9A3,k4_fraction_matches_9A3,kge5_fraction_matches_9A3,energy_abs_drift_lt_1e_minus_3,enstrophy_abs_drift_lt_1e_minus_3,energy_not_growing_materially,enstrophy_not_growing_materially,logged_energy_monotonic_nonincreasing,logged_enstrophy_monotonic_nonincreasing,overall_result
run_2026-07-12_00-45-24,experiments\runs\run_2026-07-12_00-45-24,completed,1c1cd191b98ef77b9d50e8db7d9e5a12fd0f2e94,False,phase9A4_nonlinear_no_forcing_drift_dt_half,1000000,1e-06,64,64,0.0005,2001,zero_forcing_override,phase6d_like_multimode_vorticity,0.01,1.0,"[0, 500, 1000, 1500, 2000]","[0, 500, 1000, 1500, 2000]",5.059681223643773e-06,5e-05,5.059681223643772e-06,1.6740836226917517e-16,3,0.8705325610962,0.01,5.059681173643855e-06,4.999999944653903e-05,5.059581499235552e-06,4.9998900413146e-05,6.550318432648888e-07,5.059581499235552e-06,0.0,3,0.8705346486079141,0.8705346486079141,0.12946364108649244,8.343765062185498e-07,-1.9709622763432495e-05,-2.1991737080077596e-05,-1.969974092886388e-05,-2.1980668103979254e-05,5.059581449560144e-06,4.999889986756144e-05,6.55031823182045e-07,-1.9719440656187228e-05,-2.2002648771278803e-05,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL
