run,output_dir,saved_index,step,masked_kmin,masked_kmax,fit_kmin,fit_kmax,fit_points,residual_energy,compensated_mean,compensated_std,compensated_cv,plateau_width
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,28,28000,2,4,9,41,33,1.379209027845823e-12,66.97535359520033,18.346596056554535,0.2739305591044959,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,29,29000,2,4,9,41,33,1.36717081297602e-12,65.00502058231997,17.674170469430692,0.27188931425763907,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,30,30000,2,4,9,41,33,1.3552583802122542e-12,63.11660435456268,16.93443190665266,0.26830391273145976,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,31,31000,2,4,9,41,33,1.343454025085997e-12,61.27977155377687,16.136066439474327,0.26331799271336886,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,32,32000,2,4,9,41,33,1.3317419334140344e-12,59.48229026186145,15.32883204840894,0.2577041331281321,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,33,33000,2,4,9,41,33,1.3201079862132856e-12,57.73745426223698,14.56568174270048,0.2522744019253915,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,34,34000,2,4,9,41,33,1.3085396009103809e-12,56.068500266564286,13.87854979486047,0.24752846480427018,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,35,35000,2,4,9,41,33,1.2970256024492071e-12,54.48470260731263,13.295648792939781,0.24402535311177995,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,36,36000,2,4,9,41,33,1.2855561169490683e-12,52.97606698829186,12.834272499802735,0.24226548382006563,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,37,37000,2,4,9,41,33,1.2741224778703717e-12,51.53185293707941,12.441744344269361,0.24143793857870355,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,38,38000,2,4,9,41,33,1.2627171300096857e-12,50.155669676651264,12.016962671789818,0.23959330518886518,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,39,39000,2,4,9,41,33,1.2513335102231113e-12,48.85298534788883,11.564141108285627,0.23671308981295178,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,40,40000,2,4,9,41,33,1.2399658767302745e-12,47.606663077939885,11.222675586517871,0.23573749683199846,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,41,41000,2,4,9,41,33,1.2286090527667554e-12,46.37710854151749,11.10592456321283,0.2394699650856982,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,42,42000,2,4,9,41,33,1.2172580485476462e-12,45.13451998524712,11.211074826640067,0.24839246834362194,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,43,43000,2,4,9,41,33,1.2059075312746157e-12,43.89161482427576,11.397483269455988,0.2596733639235396,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,44,44000,2,4,9,41,33,1.1945511296053127e-12,42.70125330316553,11.492408347251414,0.2691351531454806,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,45,45000,2,4,9,41,33,1.183180587574738e-12,41.61135480264904,11.450405901131752,0.2751750322823616,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,46,46000,2,4,9,41,33,1.1717848206246347e-12,40.61357900626253,11.337857537807531,0.2791642060420052,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,47,47000,2,4,9,41,33,1.1603489676885146e-12,39.65046845233919,11.26970968481785,0.2842263944085379,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,48,48000,2,4,9,41,33,1.1488535704095583e-12,38.690219670991496,11.313334678414328,0.29240812728950855,32.0
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,49,49000,2,4,9,41,33,1.1372740336117733e-12,37.772943950255815,11.422642303307443,0.30240275468997657,32.0
