run_id,run_folder,status,git_commit,git_dirty,mode,Re,nu,nx,ny,dt,steps,forcing,initial_condition,mode_kx,mode_ky,k_squared,comparison_intervals,comparison_time,diagnostic_rows,actual_diagnostic_steps,expected_diagnostic_steps,expected_steps_match,initial_energy,final_energy,measured_energy_ratio,expected_energy_ratio,energy_ratio_relative_error,phase8A_energy_ratio_relative_error,phase8B_over_phase8A_energy_error_ratio,energy_error_improved_vs_8A,energy_decreases,energy_decay_matches_theory,initial_enstrophy,final_enstrophy,measured_enstrophy_ratio,expected_enstrophy_ratio,enstrophy_ratio_relative_error,phase8A_enstrophy_ratio_relative_error,phase8B_over_phase8A_enstrophy_error_ratio,enstrophy_error_improved_vs_8A,enstrophy_decreases,enstrophy_decay_matches_theory,sum_spectrum_Ek,energy_spectrum_relative_error,energy_spectrum_check,peak_k,peak_fraction,k3_fraction,k4_fraction,kge4_fraction,peak_k_expected,single_shell_preserved,initial_Z_over_E,final_Z_over_E,Z_over_E_expected,Z_over_E_relation_check,overall_result
run_2026-07-11_17-45-08,experiments\runs\run_2026-07-11_17-45-08,completed,b245295008ab3ca2025ca4573b0077accb28c896,False,phase8B_no_forcing_single_mode_decay_dt_half,1000,0.001,64,64,0.0025,2001,zero_forcing_override,single_fourier_mode,2,2,8.0,2000,5.0,5,"[0, 500, 1000, 1500, 2000]","[0, 500, 1000, 1500, 2000]",PASS,1.5624375012499878e-06,1.4423115976194076e-06,0.9231163463917906,0.9231163463866358,5.584211075652671e-12,2.146248849429688e-11,0.2601846974611791,PASS,PASS,PASS,1.24995000099999e-05,1.1538492780955256e-05,0.9231163463917905,0.9231163463866358,5.5840908066281905e-12,2.1462368225272406e-11,0.26018055174604643,PASS,PASS,PASS,1.4423115976194074e-06,1.468186466524227e-16,PASS,3,1.0,1.0,3.715162342075805e-31,7.580168541707488e-28,PASS,PASS,7.999999999999998,7.9999999999999964,8.0,PASS,PASS
