run_id,run_folder,status,git_commit,git_dirty,mode,Re,nu,nx,ny,dt,steps,forcing,initial_condition,mode_kx,mode_ky,k_squared,diagnostic_rows,actual_diagnostic_steps,expected_diagnostic_steps,expected_steps_match,initial_energy,final_energy,measured_energy_ratio,expected_energy_ratio,energy_ratio_relative_error,energy_decreases,energy_decay_matches_theory,initial_enstrophy,final_enstrophy,measured_enstrophy_ratio,expected_enstrophy_ratio,enstrophy_ratio_relative_error,enstrophy_decreases,enstrophy_decay_matches_theory,sum_spectrum_Ek,energy_spectrum_relative_error,energy_spectrum_check,peak_k,peak_fraction,k3_fraction,k4_fraction,kge4_fraction,peak_k_expected,single_shell_preserved,initial_Z_over_E,final_Z_over_E,Z_over_E_expected,Z_over_E_relation_check,overall_result
run_2026-07-03_23-57-36,experiments\runs\run_2026-07-03_23-57-36,completed,5e981f459d831331aca0e94362fb54f8a62b6009,False,phase8A_no_forcing_single_mode_decay,1000,0.001,64,64,0.005,1001,zero_forcing_override,single_fourier_mode,2,2,8.0,3,"[0, 500, 1000]","[0, 500, 1000]",PASS,1.5623750049999004e-06,1.4422539063322642e-06,0.9231163464064481,0.9231163463866358,2.1462488494296882e-11,PASS,PASS,1.2499000039999203e-05,1.1538031250658112e-05,0.923116346406448,0.9231163463866358,2.1462368225272406e-11,PASS,PASS,1.442253906332264e-06,1.4682451951341123e-16,PASS,3,1.0,1.0,1.3849131891735928e-31,2.0261487547154162e-28,PASS,PASS,8.0,7.999999999999999,8.0,PASS,PASS
