row_type,run,N,dealias_rule,window_start_index,window_end_index,fit_kmin,fit_kmax,peak_mask_kmin,peak_mask_kmax,k,region,full_mode_count,active_dealiased_mode_count,window_mean_shell_sum_E,window_mean_shell_mean_E_full_count,window_mean_shell_mean_E_active_count,shell_sum_slope_k9_41,shell_sum_r2_k9_41,shell_mean_full_count_slope_k9_41,shell_mean_full_count_r2_k9_41,shell_mean_active_count_slope_k9_41,shell_mean_active_count_r2_k9_41,full_mode_count_slope_k9_41,full_mode_count_r2_k9_41,active_mode_count_slope_k9_41,active_mode_count_r2_k9_41,per_snapshot_shell_sum_slope_mean,per_snapshot_shell_sum_slope_std,per_snapshot_shell_mean_full_count_slope_mean,per_snapshot_shell_mean_full_count_slope_std,full_count_min,full_count_median,full_count_max,full_count_mean,active_count_min,active_count_median,active_count_max,active_count_mean,n_shells,full_sparse_lt_16,full_sparse_lt_32,full_sparse_lt_64,active_sparse_lt_16,active_sparse_lt_32,active_sparse_lt_64
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,33,fit_range,208,208,1.5974471663640382e-15,7.68003445367326e-18,7.68003445367326e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,34,fit_range,224,224,1.4552597280936744e-15,6.496695214703903e-18,6.496695214703903e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,35,fit_range,224,224,1.225362135347261e-15,5.470366675657415e-18,5.470366675657415e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,36,fit_range,228,228,1.1357422046147217e-15,4.981325458836499e-18,4.981325458836499e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,37,fit_range,224,224,8.947989137633393e-16,3.99463800787205e-18,3.99463800787205e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,38,fit_range,248,248,9.030697939059258e-16,3.6414104592980876e-18,3.6414104592980876e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,39,fit_range,236,236,7.153572239629366e-16,3.0311746778090534e-18,3.0311746778090534e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,40,fit_range,264,264,5.826175826489677e-16,2.2068847827612415e-18,2.2068847827612415e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,41,fit_range,248,248,5.114585586469322e-16,2.0623328977698878e-18,2.0623328977698878e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,42,middle_or_transition,264,264,4.468142749845534e-16,1.6924783143354295e-18,1.6924783143354295e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,43,middle_or_transition,276,276,3.7829065751656905e-16,1.370618324335395e-18,1.370618324335395e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,44,middle_or_transition,264,264,3.199060974799864e-16,1.2117655207575243e-18,1.2117655207575243e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,45,middle_or_transition,288,288,2.7548445815468984e-16,9.56543257481562e-19,9.56543257481562e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,46,middle_or_transition,276,276,2.4044817599854016e-16,8.711890434729716e-19,8.711890434729716e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,47,middle_or_transition,304,304,2.0681007151545967e-16,6.802962878798016e-19,6.802962878798016e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,48,middle_or_transition,304,304,1.8056481781280242e-16,5.939632164894817e-19,5.939632164894817e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,49,middle_or_transition,312,312,1.547440605161222e-16,4.959745529362891e-19,4.959745529362891e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,50,middle_or_transition,316,316,1.244564528065194e-16,3.938495341978462e-19,3.938495341978462e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,51,middle_or_transition,320,320,1.1595373242084822e-16,3.623554138151507e-19,3.623554138151507e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,52,middle_or_transition,344,344,9.497157652469952e-17,2.76080164315987e-19,2.76080164315987e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,53,middle_or_transition,316,316,8.068757952196152e-17,2.553404415251947e-19,2.553404415251947e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,54,middle_or_transition,336,336,6.44346366364745e-17,1.9176975189426936e-19,1.9176975189426936e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,55,middle_or_transition,352,352,5.32376430552208e-17,1.5124330413415e-19,1.5124330413415e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,56,middle_or_transition,340,340,4.873824117862256e-17,1.4334776817241928e-19,1.4334776817241928e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,57,middle_or_transition,376,376,4.1569401799049365e-17,1.1055691967832278e-19,1.1055691967832278e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,58,middle_or_transition,336,336,3.201012848933725e-17,9.526823955159896e-20,9.526823955159896e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,59,middle_or_transition,392,392,3.081447344670182e-17,7.860835062934138e-20,7.860835062934138e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,60,middle_or_transition,380,380,2.5644247480855534e-17,6.748486179172509e-20,6.748486179172509e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,61,middle_or_transition,368,368,2.1105212657325447e-17,5.735112135142785e-20,5.735112135142785e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,62,middle_or_transition,400,400,1.785236420233641e-17,4.463091050584103e-20,4.463091050584103e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,63,middle_or_transition,364,364,1.4674570817607317e-17,4.0314754993426696e-20,4.0314754993426696e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,64,middle_or_transition,440,440,1.4468186492125128e-17,3.288224202755711e-20,3.288224202755711e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,65,middle_or_transition,400,400,1.084855639577988e-17,2.71213909894497e-20,2.71213909894497e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,66,middle_or_transition,424,424,9.48161246791914e-18,2.2362293556413067e-20,2.2362293556413067e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,67,middle_or_transition,420,420,7.564149696950715e-18,1.8009880230835035e-20,1.8009880230835035e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,68,middle_or_transition,416,416,6.028446055667827e-18,1.4491456864586122e-20,1.4491456864586122e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,69,middle_or_transition,448,448,5.511743156967806e-18,1.2302998118231709e-20,1.2302998118231709e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,70,middle_or_transition,428,428,4.510009793683827e-18,1.0537406060008941e-20,1.0537406060008941e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,71,middle_or_transition,432,432,3.96288671203157e-18,9.17334887044345e-21,9.17334887044345e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,72,middle_or_transition,480,480,3.1167590525840753e-18,6.493248026216823e-21,6.493248026216823e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,73,middle_or_transition,444,444,2.6129072286474236e-18,5.88492619064735e-21,5.88492619064735e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,74,middle_or_transition,472,472,2.075718945862409e-18,4.3977096310644254e-21,4.3977096310644254e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,75,middle_or_transition,456,456,1.6942967927572893e-18,3.7155631420115994e-21,3.7155631420115994e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,76,middle_or_transition,488,488,1.3634480173565445e-18,2.7939508552388205e-21,2.7939508552388205e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,77,middle_or_transition,500,500,1.050714322797303e-18,2.101428645594606e-21,2.101428645594606e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,78,middle_or_transition,472,472,8.326630945974581e-19,1.764116725842072e-21,1.764116725842072e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell,nu_5e-05_f_0.01_m_2,256,"abs(kx),abs(ky) < 2/3*kmax",38,43,9,41,2,4,79,middle_or_transition,496,496,6.866503776342205e-19,1.3843757613593154e-21,1.3843757613593154e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
