run_folder,diagnostics_rows,spectrum_rows,first_step,last_step,diagnostic_cadence,last_energy,last_enstrophy,sum_spectrum_Ek,energy_spectrum_relative_error,energy_spectrum_check,diagnostics_E_k4,spectrum_E_k4,E_k4_relative_error,E_k4_check,finite_diagnostics,finite_spectrum,nonnegative_energy,nonnegative_enstrophy,nonnegative_spectrum,positive_mode_counts,steps_strictly_increasing,cadence_consistent,has_dealias_mask,applies_dealiasing,uses_roll_advection,uses_spectral_diffusion,uses_spectral_streamfunction,uses_spectrum_tool,spectrum_excludes_zero_mode,spectrum_uses_vorticity_energy_formula,method_classification,overall_result
experiments\runs\run_2026-07-01_01-53-34,20,91,0,9500,500,0.0017634015824385,0.0159971695271677,0.0017634015824385333,1.8936938270393963e-14,PASS,0.0001023175258923,0.0001023175258923,0.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,mixed_spectral_finite_difference,PASS
