phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,1.0114263377816051e+78,9.663517336889688e+78,0.0,0.0,1.5000000000000007,1.4180410492983576e-15,-1.3966952097272882,0.3838811602843821,3135
1,0.2945243112740431,1.057467415662868e+78,1.000258790848516e+79,0.0,0.0,1.500000000000001,1.4160156258608682e-15,-1.3962451491630885,0.3798624154755512,3129
2,0.4908738521234052,1.071668935637311e+78,1.025730731663951e+79,0.0,0.0,1.500000000000001,1.4079617568019064e-15,-1.3972460263657542,0.38030177628987105,3131
3,0.6872233929727672,1.1561071014888892e+78,1.0865993743992608e+79,0.0,0.0,1.5000000000000007,1.388373959343528e-15,-1.3939645901556963,0.37669907507319056,3135
4,0.8835729338221293,1.138927992125745e+78,1.0900800853239951e+79,0.0,0.0,1.5000000000000009,1.3512569457646304e-15,-1.3966335237607572,0.3777571754367199,3129
5,1.0799224746714913,1.1743206031330605e+78,1.1218056333079975e+79,0.0,0.0,1.5000000000000009,1.3379647954687043e-15,-1.398426715685746,0.3812541053784943,3134
6,1.2762720155208536,1.227385145796254e+78,1.1609840300091059e+79,0.0,0.0,1.500000000000001,1.335563353096665e-15,-1.4009310742932157,0.38012317390605954,3129
7,1.4726215563702154,1.2427030294664525e+78,1.1899848998555978e+79,0.0,0.0,1.500000000000001,1.3217818608220144e-15,-1.4024051603411443,0.381808942512693,3134
8,1.6689710972195777,1.3431348251755917e+78,1.2617954301769876e+79,0.0,0.0,1.500000000000001,1.3178749094895014e-15,-1.4001343152087402,0.37977957273788954,3132
9,1.8653206380689396,1.321935105480696e+78,1.2652381384407006e+79,0.0,0.0,1.5000000000000009,1.3054696145706486e-15,-1.4008096417557383,0.3787572359378362,3129
10,2.061670178918302,1.3843565957968023e+78,1.307324696355325e+79,0.0,0.0,1.5000000000000009,1.2973949010245643e-15,-1.3999189496078466,0.3796199662559115,3135
11,2.2580197197676637,1.402339307041919e+78,1.3420146461875495e+79,0.0,0.0,1.500000000000001,1.2804116356700055e-15,-1.4009597099093098,0.37687775982907334,3130
12,2.454369260617026,1.4433061581684543e+78,1.3816321374340029e+79,0.0,0.0,1.5000000000000007,1.3070200214533306e-15,-1.3999880423281086,0.377777763985466,3132
13,2.650718801466388,1.5589546389841134e+78,1.464545332644627e+79,0.0,0.0,1.5000000000000007,1.2817909191934385e-15,-1.4003607556659114,0.3772195666310628,3132
14,2.84706834231575,1.5338585264212827e+78,1.4683091755812593e+79,0.0,0.0,1.5000000000000009,1.2472330293633043e-15,-1.400244031534777,0.37567150199640026,3130
15,3.043417883165112,1.606287439661604e+78,1.5171511727525002e+79,0.0,0.0,1.5000000000000009,1.2655695276281004e-15,-1.4000380117407418,0.3762893735838315,3136
16,3.2397674240144743,1.6287130246284472e+78,1.558146918136477e+79,0.0,0.0,1.5000000000000009,1.265699578752457e-15,-1.4010662497160362,0.375554547153486,3128
17,3.436116964863836,1.4680514504109957e+78,1.45821896861517e+79,0.0,0.0,1.5000000000000009,1.2673662475232047e-15,-1.399836006976784,0.37594526023116603,3130
18,3.6324665057131984,6.808618145519238e+77,6.41153120586321e+78,0.0,0.0,1.5000000000000009,1.2501184470270217e-15,-1.3975567810361846,0.3739617721124803,3115
19,3.8288160465625602,6.884366758087362e+77,6.574371799481242e+78,0.0,0.0,1.5000000000000007,1.265533452462704e-15,-1.3983016714407337,0.375551439583617,3117
20,4.025165587411922,7.431557419222405e+77,6.966687098043156e+78,0.0,0.0,1.500000000000001,1.2725217182916252e-15,-1.4001758034835974,0.3778747881373092,3119
21,4.221515128261284,7.321180118623504e+77,6.989044994052428e+78,0.0,0.0,1.5000000000000007,1.28640476076586e-15,-1.4029993528464881,0.3782573818274808,3113
22,4.417864669110647,7.530721389195216e+77,7.191916042672526e+78,0.0,0.0,1.5000000000000007,1.2942489038666044e-15,-1.402198698491228,0.37861190623231034,3118
23,4.614214209960009,7.897581121325825e+77,7.439398535514318e+78,0.0,0.0,1.5000000000000007,1.274438796753125e-15,-1.4011402115023004,0.3768802258748088,3117
24,4.81056375080937,7.993160302950458e+77,7.63197656655639e+78,0.0,0.0,1.5000000000000007,1.307675853825558e-15,-1.3993555297185813,0.37524355676667415,3116
25,5.006913291658733,8.628429706377094e+77,8.087401925778335e+78,0.0,0.0,1.5000000000000007,1.3191951081408547e-15,-1.3978542440216122,0.3748522748712488,3118
26,5.203262832508095,8.49757410412899e+77,8.11207029355547e+78,0.0,0.0,1.5000000000000007,1.3102956903587317e-15,-1.4008350424239362,0.37431521960420944,3113
27,5.399612373357457,8.753146088989147e+77,8.344159143359675e+78,0.0,0.0,1.5000000000000009,1.322556470092318e-15,-1.3992850817527103,0.37512871044533314,3121
28,5.595961914206819,9.154614904090044e+77,8.638340018191537e+78,0.0,0.0,1.5000000000000009,1.3438695814219776e-15,-1.4029039909055439,0.37558861152794665,3114
29,5.792311455056181,9.27753052074392e+77,8.858310461497975e+78,0.0,0.0,1.5000000000000007,1.3700978316495436e-15,-1.4027423120310931,0.37609889155504533,3116
30,5.988660995905543,1.0014877334556771e+78,9.386915232335613e+78,0.0,0.0,1.5000000000000009,1.3869474668344598e-15,-1.4033453065173402,0.37823895464746854,3118
31,6.1850105367549055,9.85666304508963e+77,9.412557424920553e+78,0.0,0.0,1.5000000000000009,1.3797050199215784e-15,-1.403024338159957,0.37565809356092955,3115
