phase_bin,phase_center,mean_energy,std_energy,mean_helicity,std_helicity,mean_kurtosis,std_kurtosis,mean_slope,std_slope,n_samples
0,0.09817477042468103,2.5275728104031723e+80,2.0187023755051593e+81,0.0,0.0,1.5,2.3707643747982298e-15,-1.4180838152619948,0.34851834858594816,3131
1,0.2945243112740431,2.7456912726491756e+80,2.1923147713496634e+81,0.0,0.0,1.5,2.3390349121856188e-15,-1.4201123045359565,0.34753215336968585,3130
2,0.4908738521234052,2.985888124215916e+80,2.3805836528704717e+81,0.0,0.0,1.5,2.309128144798766e-15,-1.423058071358519,0.35187058860708814,3130
3,0.6872233929727672,3.3110162729676733e+80,2.617067048266137e+81,0.0,0.0,1.5,2.24958656388537e-15,-1.4194939836356673,0.34850355574093084,3131
4,0.8835729338221293,3.522021349735093e+80,2.8121804905557218e+81,0.0,0.0,1.5,2.255916879591951e-15,-1.4209539456261187,0.3484723927148389,3130
5,1.0799224746714913,3.830132624948118e+80,3.053681429431218e+81,0.0,0.0,1.5,2.272970104640077e-15,-1.415779396579016,0.33971821582771516,3130
6,1.2762720155208536,4.2471890845400504e+80,3.357029287851497e+81,0.0,0.0,1.5,2.2479304671255046e-15,-1.4167756525763537,0.34070445895671503,3131
7,1.4726215563702154,4.51785476085999e+80,3.6073100518287186e+81,0.0,0.0,1.4999999999999998,2.2157305751985895e-15,-1.4165540178424887,0.3399629001612451,3130
8,1.6689710972195777,4.913082913494698e+80,3.917094138325775e+81,0.0,0.0,1.4999999999999998,2.2241921089150843e-15,-1.419427968720778,0.33960840602096226,3130
9,1.8653206380689396,5.4480599258009e+80,4.306212042772528e+81,0.0,0.0,1.5,2.2329773775290276e-15,-1.416507174746081,0.3362710570861368,3131
10,2.061670178918302,5.79459337345117e+80,4.6272652103753665e+81,0.0,0.0,1.4999999999999998,2.210794865479487e-15,-1.4190847140977023,0.3365226631121076,3130
11,2.2580197197676637,6.292677485479101e+80,5.024428616639297e+81,0.0,0.0,1.4999999999999998,2.228267681070341e-15,-1.4159476169789662,0.33481233570017854,3130
12,2.454369260617026,6.84316957284282e+80,5.455910248883862e+81,0.0,0.0,1.4999999999999998,2.2152755413187664e-15,-1.4204076809198158,0.33964686569957636,3130
13,2.650718801466388,7.588310369233843e+80,5.997891699136333e+81,0.0,0.0,1.4999999999999998,2.1984123944807147e-15,-1.4265639836829793,0.3439681654025934,3131
14,2.84706834231575,8.071899660252352e+80,6.445059950585584e+81,0.0,0.0,1.5,2.2510133031038238e-15,-1.4259726660913135,0.3410490004109064,3130
15,3.043417883165112,8.775236962215978e+80,6.997440663275205e+81,0.0,0.0,1.5,2.2296216241488024e-15,-1.4226649732391092,0.3413660760123082,3131
16,3.2397674240144743,9.73386607412386e+80,7.693764709888494e+81,0.0,0.0,1.5,2.2148933100307587e-15,-1.421752772342468,0.3370288789307068,3131
17,3.436116964863836,1.0354187748463856e+81,8.267367483156004e+81,0.0,0.0,1.4999999999999998,2.2118811680940392e-15,-1.4238456910057267,0.33694642799444235,3130
18,3.6324665057131984,1.1259986343697872e+81,8.977342186385802e+81,0.0,0.0,1.5,2.2432815128565026e-15,-1.4236149114988237,0.33538233860716377,3130
19,3.8288160465625602,1.2486066612816424e+81,9.869137086894921e+81,0.0,0.0,1.5,2.260288524514693e-15,-1.4227553892678424,0.33435572261948765,3131
20,4.025165587411922,1.3281780519946115e+81,1.0604923098965423e+82,0.0,0.0,1.5,2.2464776944096277e-15,-1.4230967177419689,0.3306743835674152,3130
21,4.221515128261284,1.4420276830282635e+81,1.15151884315094e+82,0.0,0.0,1.5,2.2047516921464667e-15,-1.4232069800110265,0.3320516975985671,3130
22,4.417864669110647,1.5683430810047134e+81,1.250405824134069e+82,0.0,0.0,1.5,2.201044112368381e-15,-1.424846011629671,0.3295480889190751,3130
23,4.614214209960009,1.739117223009312e+81,1.3746191507933485e+82,0.0,0.0,1.5,2.2404119260848826e-15,-1.4225293170821438,0.3266002818466759,3131
24,4.81056375080937,1.8499480172112716e+81,1.4771028355450132e+82,0.0,0.0,1.5,2.2232039324381466e-15,-1.4250154434331828,0.33112763199092277,3130
25,5.006913291658733,2.011784015935028e+81,1.6039516358968305e+82,0.0,0.0,1.5,2.235596965781092e-15,-1.42280328943874,0.3286879289133717,3130
26,5.203262832508095,2.2308436677299505e+81,1.7632856414252433e+82,0.0,0.0,1.5,2.2689976660875252e-15,-1.420250237181731,0.3278457808938645,3131
27,5.399612373357457,2.211472599848817e+81,1.82242995357587e+82,0.0,0.0,1.5,2.310617714657521e-15,-1.4187961085891982,0.32652525420319045,3127
28,5.595961914206819,1.8789862485772865e+80,1.474775258704104e+81,0.0,0.0,1.5,2.3642629378511355e-15,-1.4141095089618383,0.3262665253730485,3088
29,5.792311455056181,1.9980922745880399e+80,1.5844804813310644e+81,0.0,0.0,1.4999999999999998,2.3916905259899553e-15,-1.420524851839026,0.3309635001190544,3088
30,5.988660995905543,2.1728881364181223e+80,1.7205499826878725e+81,0.0,0.0,1.4999999999999998,2.380811059097794e-15,-1.4232843347656297,0.32978080856392633,3088
31,6.1850105367549055,2.409460726487183e+80,1.8914593476489092e+81,0.0,0.0,1.5,2.4005365903941472e-15,-1.4288014665637858,0.3342635680657458,3089
