loop_index,completed_steps,physical_time,k,energy,mode_count,direct_energy,spectrum_energy_sum,relative_energy_consistency_error,dominant_shell,dominant_shell_energy,k1_energy,k2_energy,k3_energy,k4_energy,low_k_fraction_k_le_4,middle_k_fraction_5_le_k_le_9,high_k_fraction_k_ge_10,tail_fraction_k_gt_4,finite_shell_count,nonzero_shell_count,minimum_spectral_value,maximum_spectral_value
0,1,0.005,11,2.6548877140514534e-44,72,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,12,3.5484777299243656e-44,68,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,13,2.922395361142413e-44,88,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,14,2.57634830136946e-44,88,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,15,2.4709183987892756e-44,84,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,16,2.170912376355355e-44,112,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,17,2.0990155165636184e-44,112,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,18,2.007526016936424e-44,112,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,19,1.3341998726466253e-44,116,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,20,1.9314950133496378e-44,112,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,21,2.9010375705189303e-44,144,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,22,4.0133304170433185e-45,140,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,23,1.3843239914942984e-45,144,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,24,9.73530724837192e-46,144,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,25,1.624765136901756e-45,168,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,26,1.958503839449338e-45,164,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,27,9.804411185289881e-46,160,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,28,1.3232065139578571e-45,184,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,29,2.2438051997272138e-45,172,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,30,1.2559470416765128e-45,200,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,31,1.3807090385626543e-45,192,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,32,5.683286498187883e-46,166,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,33,3.947270368103305e-46,148,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,34,2.6019194779937067e-46,128,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,35,2.18774351472148e-46,104,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,36,1.6483663960458072e-46,88,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,37,1.3320059825954542e-46,76,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,38,1.1777055854921919e-46,68,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,39,7.217193617460349e-47,48,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,40,1.2236579548106644e-46,56,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,41,4.745659344976184e-47,28,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,42,3.4813612558014365e-47,32,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,43,1.323003401484041e-47,16,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,44,1.2564077430789065e-47,8,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
0,1,0.005,45,2.1129587807314567e-48,5,3.162144516939324e-11,3.162144516939323e-11,4.087320172087207e-16,3,2.7527671261414998e-11,2.327352108194028e-28,8.484345953695851e-28,2.7527671261414998e-11,4.0937739079782334e-12,1.0000000000000002,3.256188444112059e-17,1.0465732133220663e-32,3.25618844411206e-17,45,45,2.1129587807314567e-48,2.7527671261414998e-11
500,501,2.505,1,1.571833467818255e-12,8,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,2,5.6393002434154825e-12,12,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,3,6.762437643393202e-06,16,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,4,9.815989769131766e-07,32,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,5,1.7018259681090971e-12,28,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,6,4.032626693752974e-12,40,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,7,8.32621269923979e-13,40,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,8,1.9516447915618222e-14,48,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,9,4.9019198649665486e-17,68,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,10,5.417585460171017e-19,56,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,11,1.646205193919641e-19,72,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,12,5.788844755022884e-21,68,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,13,7.854060497256376e-24,88,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,14,2.816924597227208e-25,88,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,15,6.899523255443805e-26,84,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,16,3.0945470820351704e-27,112,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,17,5.985207216552366e-30,112,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,18,7.462673733466907e-31,112,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,19,1.8229576269212283e-32,116,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,20,1.5008004750487498e-33,112,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,21,5.858493126035697e-35,144,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,22,4.584853993465913e-37,140,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,23,6.965440761180537e-38,144,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,24,7.391744426030509e-39,144,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,25,4.6595586559302614e-39,168,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,26,3.239016522160088e-39,164,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,27,2.3136797497347663e-39,160,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
500,501,2.505,28,2.0027578750245598e-39,184,7.744050418080202e-06,7.7440504180802e-06,2.187570848652313e-16,3,6.762437643393202e-06,1.571833467818255e-12,5.6393002434154825e-12,6.762437643393202e-06,9.815989769131766e-07,0.9999991494580027,8.505419055023648e-07,9.196429252976502e-14,8.505419974666574e-07,45,45,1.1882995163280538e-42,6.762437643393202e-06
